function_name,arguments,returns,security_definer,volatility,language,config,owner,grantees,body_length
get_first_kra_rollout,"p_search text, p_company_id uuid, p_bu_id uuid, p_dept_id uuid, p_from timestamp with time zone, p_to timestamp with time zone, p_source text, p_only_missing boolean, p_limit integer, p_offset integer","TABLE(employee_id uuid, full_name text, employee_code text, designation text, department_name text, business_unit_name text, company_name text, doj date, first_kra_period text, first_kra_year integer, first_kra_at timestamp with time zone, first_kra_by uuid, first_kra_by_name text, source text, kpis_in_first_batch integer, total_kpis integer, total_count bigint)",t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,5267
get_functional_report_ids,_viewer uuid,TABLE(profile_id uuid),t,STABLE,sql,search_path=public,postgres,"PUBLIC,sandbox_exec",134
get_hierarchy_completed_reviews,"p_cycle_id uuid, p_search text, p_page integer, p_page_size integer",jsonb,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,2968
get_incentive_program_employees,_program_id uuid,"TABLE(id uuid, full_name text, employee_code text, designation text, department_id uuid, department_name text, business_unit_id uuid, division_id uuid, company_id uuid)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,1136
get_kpi_accessible_user_ids,p_kpi_id uuid,SETOF uuid,t,STABLE,sql,search_path=public,postgres,sandbox_exec,1009
get_kpi_journey_report,"p_period text, p_year integer, p_department text, p_status text, p_type text, p_search text, p_limit integer, p_offset integer",jsonb,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,9473
get_kpi_journey_report,"p_period text, p_year integer, p_department text, p_status text, p_type text, p_search text, p_limit integer, p_offset integer, p_employee_status text",jsonb,t,STABLE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",9202
get_management_dashboard_rows,"p_year integer, p_months text[], p_employee_ids uuid[]","TABLE(id uuid, employee_id uuid, status text, weightage numeric, review_period text, review_year integer, frequency text, final_score numeric, management_score numeric, auditor_score numeric, hr_pms_score numeric, skip_level_score numeric, manager_score numeric, self_score numeric, is_na boolean)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,476
get_management_seeding_gaps,p_management_uid uuid,"TABLE(instance_id uuid, employee_id uuid, employee_code text, employee_name text, overall_status text, enabled_stages jsonb, has_management_stage boolean, has_management_id boolean, bu_head_id uuid, needs_reopen boolean, cycle_id uuid, cycle_name text)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,949
get_manager_team_roster,_viewer_id uuid,"TABLE(id uuid, full_name text, email text, designation text, employee_code text, avatar_url text, department_id uuid, reporting_manager_id uuid, pms_grade text, mobile_number text, is_active boolean, relationship text, department_name text, department_code text)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,1417
get_monthly_trend,"p_from_year integer, p_from_month text, p_to_year integer, p_to_month text, p_include_inactive boolean","TABLE(employee_id uuid, full_name text, employee_code text, designation text, department_id uuid, department_name text, business_unit_id uuid, business_unit_name text, reporting_manager_id uuid, reporting_manager_label text, is_active boolean, review_year integer, review_period text, weighted_score numeric, final_only_score numeric)",t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,4514
get_my_annual_review_queue,"p_cycle_id uuid, p_page integer, p_page_size integer, p_search text, p_status text, p_scope text",jsonb,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,3926
get_my_annual_review_role_counts,p_cycle_id uuid,jsonb,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,2697
get_org_kpi_data_entry_snapshot,"p_period text, p_year integer",jsonb,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,8605
get_orphaned_annual_reviews,p_cycle_id uuid,"TABLE(instance_id uuid, cycle_id uuid, employee_id uuid, employee_code text, employee_name text, overall_status text, stage text, is_current_stage boolean, reviewer_id uuid, reviewer_code text, reviewer_name text, orphan_reason text, suggested_reviewer_id uuid, suggested_reviewer_code text, suggested_reviewer_name text)",t,STABLE,sql,search_path=public,postgres,"PUBLIC,sandbox_exec",2467
get_profile_directory_entries,_ids uuid[],"TABLE(id uuid, full_name text, employee_code text, is_active boolean)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,140
get_profile_directory_entries_v2,_ids uuid[],"TABLE(id uuid, full_name text, employee_code text, designation text, department_id uuid, department_name text, business_unit_id uuid, business_unit_name text, division_id uuid, division_name text, company_id uuid, company_name text, pms_grade text, is_active boolean)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,701
get_profiles_for_audit_display,p_user_ids uuid[],"TABLE(id uuid, full_name text, email text)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,87
get_public_branding,"",jsonb,t,STABLE,sql,search_path=public,postgres,sandbox_exec,475
get_public_registry_view,"p_search text, p_category_id uuid",jsonb,t,STABLE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",2225
get_recent_registry_audit,p_limit integer,"TABLE(id uuid, action text, performed_by uuid, performer_name text, category_id uuid, primary_definition_id uuid, affected_definition_id uuid, payload jsonb, reason text, created_at timestamp with time zone)",t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,542
get_registry_coverage_stats,"",jsonb,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,1405
get_registry_pending_suggestion_count,"",jsonb,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,515
get_reviewer_dashboard_page,"p_view_level text, p_period text, p_year integer, p_search text, p_department_id uuid, p_designation_id uuid, p_grade_id uuid, p_manager_id uuid, p_emp_status text, p_sort text, p_offset integer, p_limit integer","TABLE(id uuid, full_name text, email text, designation text, department text, grade text, reporting_manager_id uuid, is_active boolean, avatar_url text, total_kpis integer, cleared_kra_set integer, pending_count integer, reviewed_count integer, total_count integer)",t,STABLE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",4705
get_reviewer_kpis_for_period,"p_period text, p_year integer","TABLE(id uuid, employee_id uuid, category_id uuid, kra_name text, kpi_name text, status text, weightage numeric, review_period text, review_year integer, frequency text, is_org_level boolean, org_level_scope text, uom text, uom_type text, criteria text, target_value numeric, r5 text, r4 text, r3 text, r2 text, r1 text, r0 text, sub_frequency text, frequency_cycle_start text, source_template_id uuid, threshold_mode text, source_of_data text, qualitative_options jsonb, is_issued boolean, ref_code text, is_frequency_locked boolean, require_resubmit_reason boolean, day_count_type text, created_at timestamp with time zone, updated_at timestamp with time zone)",t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,2700
get_reviewer_roster_slim,"","TABLE(id uuid, full_name text, employee_code text, email text, designation text, pms_grade text, department_id uuid, reporting_manager_id uuid, avatar_url text, level text, is_active boolean, company_id uuid, functional_manager_id uuid)",t,STABLE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",2370
get_reviewer_submission_scores_for_period,"p_period text, p_year integer","TABLE(kpi_id uuid, manager_score numeric, skip_level_score numeric, hr_pms_score numeric, auditor_score numeric, management_score numeric, final_score numeric, is_na boolean, self_score numeric)",t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,1626
get_safety_permissions,_user_id uuid,"TABLE(permission_key text, allowed boolean)",t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,154
get_safety_setting,p_key text,jsonb,t,STABLE,sql,search_path=public,postgres,sandbox_exec,63
get_skip_level_manager,employee_uuid uuid,uuid,t,STABLE,sql,search_path=public,postgres,sandbox_exec,138
get_template_linked_counts,"","TABLE(template_id uuid, linked_count bigint)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,121
get_unlinked_signatures,p_limit integer,"TABLE(category_id uuid, category_name text, kra_name text, kpi_name text, occurrence_count bigint, employee_count bigint, last_seen timestamp with time zone)",t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,670
get_user_access_profile_rights,p_user_id uuid,"TABLE(menu_key text, can_view boolean, can_add boolean, can_update boolean, can_delete boolean)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,442
get_user_management_visible_employee_ids,p_user_id uuid,TABLE(employee_id uuid),t,STABLE,sql,search_path=public,postgres,sandbox_exec,1390
get_user_org_scope_filters,p_user_id uuid,"TABLE(profile_id uuid, company_id uuid, division_id uuid, business_unit_id uuid, department_id uuid, location text, designation text, pms_grade text, level text)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,380
get_user_role,_user_id uuid,app_role,t,STABLE,sql,search_path=public,postgres,sandbox_exec,71
get_visible_employee_ids,p_user_id uuid,TABLE(employee_id uuid),t,STABLE,sql,search_path=public,postgres,sandbox_exec,1272
guard_annual_review_template_id_stability,"",trigger,f,VOLATILE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",799
guard_observation_reply_edit,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,733
guard_observation_self_edit,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,1839
guard_permit_status_write,"",trigger,f,VOLATILE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",305
guard_sub_period_reviewer_fields,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",576
handle_new_user,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,617
handle_query_resolution,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,763
has_any_safety_role,_user_id uuid,boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,390
has_capability,"_user_id uuid, _capability text, _scope_type iac_scope_type, _scope_id uuid",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,525
has_elevated_safety_role,_user_id uuid,boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,275
has_menu_access_override,"_user_id uuid, _menu_key text",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,207
has_menu_right,"_user_id uuid, _menu_key text, _action text",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,592
has_profile_menu_access,"_user_id uuid, _menu_key text, _action text",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,558
has_report_access_override,_user_id uuid,boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,161
has_responsible_safety_role,_user_id uuid,boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,1068
has_role,"_user_id uuid, _role app_role",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,936
has_safety_module_access,_user_id uuid,boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,322
has_safety_permission,"_user_id uuid, _key text",boolean,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,1043
has_safety_role,"_user_id uuid, _role safety_app_role, _business_unit_id uuid",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,1333
has_scope_membership,"p_user_id uuid, p_scope text, p_division_id uuid, p_business_unit_id uuid, p_department_id uuid, p_location_id uuid, p_pms_grade_id uuid, p_level_id uuid, p_employee_id uuid",boolean,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,1812
hydrate_annual_review_system_scores,p_instance_id uuid,jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",2192
iac_log,"_action text, _target_type text, _target_id text, _payload jsonb",void,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,188
iac_revoke_on_deactivation,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,616
iac_sweep_expired,"",integer,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,520
iac_touch_updated_at,"",trigger,f,VOLATILE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",52
impl_console_archive_contact,_contact_id uuid,client_contacts,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,661
impl_console_archive_template,_id uuid,void,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,677
impl_console_archive_url,_url_id uuid,client_urls,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,637
impl_console_set_primary_contact,_contact_id uuid,client_contacts,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,894
impl_console_set_primary_url,_url_id uuid,client_urls,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,895
impl_console_try_increment_rate,"_actor_id uuid, _client_id uuid, _action text, _bucket_hour timestamp with time zone, _limit integer",integer,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,660
is_annual_review_admin,_uid uuid,boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,83
is_annual_review_reviewer_for_profile,p_profile_id uuid,boolean,t,STABLE,sql,search_path=public,postgres,"PUBLIC,sandbox_exec",247
is_bu_head,p_user_id uuid,boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,106
is_bulk_review_enabled,"",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,161
is_canonical_enforcement_period,"p_period text, p_year integer",boolean,f,IMMUTABLE,sql,search_path=public,postgres,"PUBLIC,sandbox_exec",247
is_data_owner_for_employee,"p_employee_id uuid, p_owner_id uuid",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,297
is_feature_flag_enabled_for_me,p_key text,boolean,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,2037
is_functional_manager_of,_employee_id uuid,boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,137
is_image_url,p_url text,boolean,f,IMMUTABLE,sql,search_path=public,postgres,"PUBLIC,sandbox_exec",92
is_implementation_admin_for,_client_id uuid,boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,138
is_mgmt_reopen_enabled,"",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,147
is_month_locked_for_frequency,"p_frequency text, p_month text, p_year integer",boolean,f,IMMUTABLE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",1027
is_observation_participant,"_user uuid, _observation_id uuid",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,585
is_org_kpi_audit_employee,_profile_id uuid,boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,529
is_org_kpi_data_owner_for_profile,p_profile_id uuid,boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,421
is_period_locked,"_period_name text, _review_year integer",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,155
is_permit_approver,"_uid uuid, _permit_id uuid",boolean,t,STABLE,sql,search_path=public,postgres,sandbox_exec,176
is_valid_cycle_anchor,"p_frequency text, p_anchor text",boolean,f,IMMUTABLE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",811
jsonb_url_set_equal,"a jsonb, b jsonb",boolean,f,IMMUTABLE,sql,search_path=public,postgres,"PUBLIC,sandbox_exec",330
kpi_cell_detail,"p_kpi_id uuid, p_emp_id uuid",jsonb,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,4409
list_annual_review_pending_reviewers,p_cycle_id uuid,"TABLE(instance_id uuid, cycle_id uuid, cycle_name text, employee_id uuid, employee_name text, stage text, reviewer_id uuid, deadline date, days_to_deadline integer)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,1368
list_annual_review_role_capabilities,"",SETOF annual_review_role_capabilities,t,STABLE,sql,search_path=public,postgres,"PUBLIC,sandbox_exec",78
list_profile_grade_level_orphans,"","TABLE(profile_id uuid, full_name text, orphan_kind text, orphan_value text)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,508
list_profile_identity_drift,"","TABLE(profile_id uuid, auth_email text, auth_employee_code text, auth_full_name text, profile_email text, profile_employee_code text, profile_full_name text)",t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,719
log_employment_status_change,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,420
log_increment_eligibility_criteria_change,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,1496
log_increment_eligibility_exclusion_change,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,1057
log_kpi_status_transition,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,464
log_pip_status_change,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,403
log_safety_role_change,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,937
log_standardization_action,"p_action_type text, p_definition_id uuid, p_category_id uuid, p_payload jsonb, p_affected_row_count integer",uuid,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,350
log_untracked_submission_changes,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,1343
lookup_synthetic_email_by_code,"p_code text, p_client_ip text",text,t,VOLATILE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",1305
mark_audit_reviewed,"p_run_id uuid, p_summary text",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,1209
mark_incident_duplicate,"p_incident_id uuid, p_master_id uuid, p_remarks text",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,2903
mark_overdue_assets,"",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,818
materialize_kpis_for_org_kpi,"p_category_id uuid, p_kra_name text, p_kpi_name text, p_review_period text, p_review_year integer",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,6680
menu_overrides_validate,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,4044
menu_registry_custom_validate,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,1955
menu_registry_protect_seeded_delete,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,155
merge_definitions,"p_keep_id uuid, p_drop_id uuid, p_reason text",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,4543
migrate_okv_on_scope_change,"p_category_id uuid, p_kra_name text, p_kpi_name text, p_review_period text, p_review_year integer, p_old_scope text, p_new_scope text, p_triggered_by uuid",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,9670
month_name_to_index,p_month text,integer,f,IMMUTABLE,sql,search_path=public,postgres,"PUBLIC,sandbox_exec",314
my_review_scope,"p_period text, p_year integer, p_stage text","TABLE(kpi_id uuid, employee_id uuid)",t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,3348
normalize_increment_eligibility_scope,"",trigger,f,VOLATILE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",1149
normalize_kpi_text,p text,text,f,IMMUTABLE,sql,search_path=public,postgres,"PUBLIC,sandbox_exec",73
normalize_kpi_text_value,txt text,text,f,IMMUTABLE,sql,search_path=public,postgres,"PUBLIC,sandbox_exec",269
notify_annual_review_stage_change,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,2393
notify_on_kpi_created,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,1103
notify_on_kpi_status_change,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,5347
notify_on_observation_change,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,2506
notify_on_observation_reply,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,2187
notify_on_period_locked,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,749
notify_on_query_raised,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,702
notify_on_query_resolved,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,773
notify_on_stage_change,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,866
open_self_review_for_pending,_cycle_id uuid,integer,t,VOLATILE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",1435
org_kpi_evidence_parity,"p_review_period text, p_review_year integer","TABLE(okv_id uuid, category_id uuid, kra_name text, kpi_name text, total_emps integer, in_sync integer, drift_value integer, drift_evidence integer, not_propagated integer)",t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,2256
org_kpi_evidence_targeting,p_okv_id uuid,"TABLE(employee_id uuid, employee_name text, department_id uuid, department_name text, kpi_id uuid, kpi_status text, expected_files jsonb, current_urls jsonb, drift_kind text)",t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,3578
override_annual_review_rating,"p_instance_id uuid, p_new_rating text, p_reason text",void,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,850
percolate_multimonth_score,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,7641
post_observation_reply,"p_observation_id uuid, p_reply_text text, p_evidence_urls jsonb, p_mentioned_user_ids uuid[]",jsonb,f,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,2810
prevent_locked_period_updates,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,1490
prevent_locked_submission_updates,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,629
prevent_profile_hr_field_self_edit,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",1078
prevent_self_reporting_manager,"",trigger,f,VOLATILE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",286
preview_hr_final_sync,p_cycle_id uuid,"TABLE(instance_id uuid, employee_id uuid, current_hr_id uuid, target_hr_id uuid)",t,STABLE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",911
preview_org_kpi_propagation,"p_kpi_ids uuid[], p_new_value numeric, p_new_self_score numeric, p_overwrite_policy text",jsonb,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,2962
preview_split_definition,"p_source_id uuid, p_move_alias_ids uuid[]",jsonb,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,1436
promote_signature_to_definition,"p_category_id uuid, p_kra_name text, p_kpi_name text, p_canonical_kra text, p_canonical_kpi text",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,2485
propagate_org_kpi_value,"p_kpi_ratings jsonb, p_is_na boolean, p_remarks text, p_overwrite_policy text",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,10767
reassign_annual_review_reviewer,"p_instance_id uuid, p_role text, p_new_reviewer_id uuid, p_reason text",annual_review_assignment_overrides,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,3112
reassign_annual_review_reviewer,"p_instance_id uuid, p_role text, p_new_reviewer_id uuid, p_reason text, p_mode text",annual_review_assignment_overrides,t,VOLATILE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",5090
rebatch_bimonthly_reanchor,"p_employee_ids uuid[], p_dry_run boolean",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,3912
recalculate_bu_head,p_bu_id uuid,uuid,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,720
recalculate_department_head,p_dept_id uuid,uuid,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,734
recalculate_hr_head,p_company_id uuid,uuid,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,994
reconcile_org_kpi_inheritance,p_dry_run boolean,jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,3053
reconcile_workflow_statuses,"p_review_period text, p_review_year integer, p_dry_run boolean, p_performed_by uuid, p_kpi_ids uuid[]",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,11405
record_calibration,"p_asset_id uuid, p_performed_at timestamp with time zone, p_next_due_at timestamp with time zone, p_certificate_url text, p_notes text, p_performed_by_name text",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,1922
record_send_back_reason,p_reason text,void,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,181
refresh_safety_analytics,"",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,836
remap_annual_review_criteria_scores,"p_instance_id uuid, p_prev_template_id uuid",integer,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,3574
remap_system_scores_by_library_key,"p_old_template_id uuid, p_new_template_id uuid, p_old_system_scores jsonb, p_old_system_scores_raw jsonb",jsonb,t,STABLE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",2486
rename_incident_evidence,"p_evidence_id uuid, p_new_file_name text",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,1964
reopen_annual_review_cycle,"p_cycle_id uuid, p_reason text",annual_review_cycles,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,962
repair_all_orphan_criteria_scores,"p_dry_run boolean, p_include_completed boolean","TABLE(instance_id uuid, employee_code text, status text, detected_prev_template uuid, overlap_keys integer, orphan_keys_before integer, response_rows integer, action text)",t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,3523
repair_bu_head_terminal_chains,"p_cycle_id uuid, p_dry_run boolean","TABLE(instance_id uuid, employee_id uuid, old_enabled_stages jsonb, new_enabled_stages jsonb, old_overall_status text, new_overall_status text, applied boolean)",t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,2831
repair_intra_year_cycle_anchor_drift,"p_dry_run boolean, p_safety_ceiling integer",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,3798
repair_multimonth_workflow_drift_v5,p_apply boolean,jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,3869
repair_org_kpi_cycle_anchors,p_dry_run boolean,jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,2474
repair_org_kpi_entered_unpropagated_rows,"p_category_id uuid, p_kra_name text, p_kpi_name text, p_review_period text, p_review_year integer",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,6535
repair_org_kpi_late_self_backfill,"p_category_id uuid, p_kra_name text, p_kpi_name text, p_review_period text, p_review_year integer, p_dry_run boolean",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,5160
repair_profile_identity,"p_target_id uuid, p_new_employee_code text, p_new_full_name text, p_new_email text, p_clear_email boolean, p_set_inactive boolean, p_reason text",uuid,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,2495
repair_sibling_frequency_drift_v5,"p_apply boolean, p_kpi_id uuid",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,10590
repercolate_on_submission_update,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,8627
repercolate_on_workflow_config_change,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,2791
report_field_overrides_validate,"",trigger,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,700
report_safety_incident,p_payload jsonb,jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,6486
request_org_kpi_revision,"p_kpi_id uuid, p_reason text",jsonb,t,VOLATILE,plpgsql,search_path=public,postgres,sandbox_exec,4542
resolve_bu_head,p_bu_id uuid,uuid,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,1552
resolve_canonical_kpi,"p_category_id uuid, p_kra_name text, p_kpi_name text",uuid,t,STABLE,sql,search_path=public,postgres,sandbox_exec,178
resolve_canonical_kpi_batch,p_signatures jsonb,"TABLE(category_id uuid, kra_name text, kpi_name text, definition_id uuid, canonical_kra_name text, canonical_kpi_name text)",t,STABLE,sql,search_path=public,postgres,sandbox_exec,636
resolve_cycle_anchor,"p_frequency text, p_month_idx integer",text,f,IMMUTABLE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",821
resolve_cycle_anchor,"p_frequency text, p_month_idx integer, p_existing_anchor text",text,f,IMMUTABLE,plpgsql,search_path=public,postgres,"PUBLIC,sandbox_exec",187
resolve_department_head,p_dept_id uuid,uuid,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,924
resolve_final_score_rule,"p_employee_id uuid, p_template_id uuid, p_review_period text, p_review_year integer",workflow_final_score_rules,t,STABLE,plpgsql,search_path=public,postgres,sandbox_exec,1855
resolve_global_safety_head,"",uuid,t,STABLE,sql,search_path=public,postgres,sandbox_exec,126
