table_name,policy_name,permissive,roles,cmd,using_expr,with_check_expr
client_implementer_assignments,cia_write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
client_implementer_assignments,cia_read,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'platform_owner'::app_role) OR (user_id = auth.uid()))",""
client_module_entitlements,cme_write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
client_module_entitlements,cme_read,PERMISSIVE,public,SELECT,"(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(client_id))",""
client_notification_templates,impl_console_templates_insert,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'platform_owner'::app_role) OR (EXISTS ( SELECT 1
   FROM client_implementer_assignments cia
  WHERE ((cia.client_id = client_notification_templates.client_id) AND (cia.user_id = auth.uid())))))"
client_notification_templates,impl_console_templates_select,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'platform_owner'::app_role) OR (EXISTS ( SELECT 1
   FROM client_implementer_assignments cia
  WHERE ((cia.client_id = client_notification_templates.client_id) AND (cia.user_id = auth.uid())))))",""
client_notification_templates,impl_console_templates_update,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'platform_owner'::app_role) OR (EXISTS ( SELECT 1
   FROM client_implementer_assignments cia
  WHERE ((cia.client_id = client_notification_templates.client_id) AND (cia.user_id = auth.uid())))))","(has_role(auth.uid(), 'platform_owner'::app_role) OR (EXISTS ( SELECT 1
   FROM client_implementer_assignments cia
  WHERE ((cia.client_id = client_notification_templates.client_id) AND (cia.user_id = auth.uid())))))"
client_setup_checklist,csl_pwo_write,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'platform_owner'::app_role)"
client_setup_checklist,csl_read,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(client_id))",""
client_setup_checklist,csl_update,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(client_id))","(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(client_id))"
client_smtp_config,csc_write,PERMISSIVE,authenticated,ALL,"(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(client_id))","(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(client_id))"
client_smtp_config,csc_read,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(client_id))",""
client_urls,client_urls_insert,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(client_id))"
client_urls,client_urls_select,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(client_id))",""
client_urls,client_urls_update,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(client_id))","(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(client_id))"
clients,clients_write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
clients,clients_read,PERMISSIVE,public,SELECT,"(has_role(auth.uid(), 'platform_owner'::app_role) OR is_implementation_admin_for(id))",""
companies,Admins can manage companies,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
companies,Authenticated users can read companies,PERMISSIVE,authenticated,SELECT,true,""
confirmation_increment_adjustments,conf_inc_adj_read_admin_mgmt,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role))",""
confirmation_increment_rules,conf_inc_rules_admin_delete,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
confirmation_increment_rules,conf_inc_rules_admin_write,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
confirmation_increment_rules,conf_inc_rules_read_authenticated,PERMISSIVE,authenticated,SELECT,true,""
confirmation_increment_rules,conf_inc_rules_admin_update,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
custom_reports,Admins can manage custom reports,PERMISSIVE,authenticated,ALL,"(EXISTS ( SELECT 1
   FROM user_roles
  WHERE ((user_roles.user_id = auth.uid()) AND (user_roles.role = 'admin'::app_role))))",""
custom_reports,Users can view active reports matching their roles,PERMISSIVE,authenticated,SELECT,"((is_active = true) AND (EXISTS ( SELECT 1
   FROM user_roles ur
  WHERE ((ur.user_id = auth.uid()) AND ((ur.role)::text = ANY (custom_reports.view_roles))))))",""
dashboard_registry,dashboard_registry_write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
dashboard_registry,dashboard_registry_read,PERMISSIVE,authenticated,SELECT,true,""
data_classifications,data_classifications_write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
data_classifications,data_classifications_read,PERMISSIVE,authenticated,SELECT,true,""
departments,Admins can manage departments,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
departments,Authenticated users can view departments,PERMISSIVE,authenticated,SELECT,true,""
designations,Admins can manage designations,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
designations,Authenticated users can view designations,PERMISSIVE,authenticated,SELECT,true,""
dev_report_entries,dev_report_admin_all,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
dev_report_entries,dev_report_viewers_select,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR has_role(auth.uid(), 'auditor'::app_role))",""
dev_report_entries_archive_seed,Admins read archive seed,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
divisions,Admins can manage divisions,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
divisions,Authenticated users can view divisions,PERMISSIVE,authenticated,SELECT,true,""
email_change_audit,Admin reads all email changes,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
email_change_audit,Users read own email changes,PERMISSIVE,authenticated,SELECT,(auth.uid() = user_id),""
email_dispatch_queue,Service role full access on email_dispatch_queue,PERMISSIVE,service_role,ALL,true,true
email_dispatch_queue,Admins can view email_dispatch_queue,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
email_logs,Admins can view email logs,PERMISSIVE,authenticated,SELECT,"((auth.uid() IS NOT NULL) AND has_role(auth.uid(), 'admin'::app_role))",""
employee_categories,employee_categories admin write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
employee_categories,employee_categories readable by authenticated,PERMISSIVE,authenticated,SELECT,true,""
employee_incentive_eligibility,Admins can manage employee_incentive_eligibility,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
employee_incentive_eligibility,HR can manage eligibility,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'hr_pms'::app_role)",""
employee_incentive_eligibility,Incentive data users can insert eligibility,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)"
employee_incentive_eligibility,Menu override users can insert eligibility data,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
employee_incentive_eligibility,Employees can view own eligibility,PERMISSIVE,authenticated,SELECT,(employee_id = auth.uid()),""
employee_incentive_eligibility,Incentive data users can view eligibility,PERMISSIVE,authenticated,SELECT,"has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)",""
employee_incentive_eligibility,Management can view eligibility,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'management'::app_role)",""
employee_incentive_eligibility,Incentive data users can update eligibility,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)","has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)"
employee_incentive_eligibility,Menu override users can update eligibility data,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
employee_incentive_records,Admins can manage employee_incentive_records,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
employee_incentive_records,HR can manage incentive records,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'hr_pms'::app_role)",""
employee_incentive_records,Menu override users can insert incentive records,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
employee_incentive_records,Employees can view own incentive records,PERMISSIVE,authenticated,SELECT,(employee_id = auth.uid()),""
employee_incentive_records,Management can view incentive records,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'management'::app_role)",""
employee_incentive_records,Menu override users can read incentive records,PERMISSIVE,authenticated,SELECT,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
employee_incentive_records,Reports-incentive users can read incentive records,PERMISSIVE,authenticated,SELECT,"has_menu_access_override(auth.uid(), 'reports-incentive'::text)",""
employee_incentive_records,Menu override users can update incentive records,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
employee_job_descriptions,Admins can manage job descriptions,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
employee_job_descriptions,Authenticated users can view job descriptions,PERMISSIVE,authenticated,SELECT,true,""
employee_master_custom_field_values,emcfv_admin_delete,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
employee_master_custom_field_values,emcfv_admin_insert,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
employee_master_custom_field_values,emcfv_select_scoped,PERMISSIVE,authenticated,SELECT,"((employee_id = auth.uid()) OR (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = employee_master_custom_field_values.employee_id) AND (p.reporting_manager_id = auth.uid())))) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role))",""
employee_master_custom_field_values,emcfv_admin_update,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
employee_master_custom_fields,emcf_admin_delete,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
employee_master_custom_fields,emcf_admin_insert,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
employee_master_custom_fields,emcf_select_authenticated,PERMISSIVE,authenticated,SELECT,true,""
employee_master_custom_fields,emcf_admin_update,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
employee_working_days,Admins can manage all employee working days,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
employee_working_days,Employees can view their own working days,PERMISSIVE,public,SELECT,(auth.uid() = employee_id),""
employee_working_days,Managers can view reportee working days,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = employee_working_days.employee_id) AND (p.reporting_manager_id = auth.uid()))))",""
employment_status_history,esh_admin_delete,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
employment_status_history,esh_admin_write,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
employment_status_history,esh_read_privileged,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR (employee_id = auth.uid()))",""
employment_status_history,esh_admin_update,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
employment_statuses,employment_statuses admin write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
employment_statuses,employment_statuses readable by authenticated,PERMISSIVE,authenticated,SELECT,true,""
entitlement_audit,ent_audit_insert,PERMISSIVE,authenticated,INSERT,"",(actor_id = auth.uid())
entitlement_audit,ent_audit_read,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'platform_owner'::app_role))",""
export_policies,export_policies_write_platform_owner,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
export_policies,export_policies_read_authenticated,PERMISSIVE,authenticated,SELECT,true,""
final_score_revisions,revisions_admin_read,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
final_score_revisions,revisions_management_read,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'management'::app_role)",""
final_score_revisions,revisions_self_read,PERMISSIVE,authenticated,SELECT,(performed_by = auth.uid()),""
frequency_config,Admins can manage frequency_config,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
frequency_config,Authenticated users can view frequency_config,PERMISSIVE,authenticated,SELECT,true,""
general_eligibility_audit,Admin/HR PMS insert ge audit,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
general_eligibility_audit,Admin/HR PMS read ge audit,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
general_eligibility_configs,Admin delete general eligibility,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
general_eligibility_configs,Admin/HR PMS insert general eligibility,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
general_eligibility_configs,Admin/HR PMS read general eligibility,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role))",""
general_eligibility_configs,Admin/HR PMS update general eligibility,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
iac_audit_log,iac_audit_read,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
iac_capabilities,iac_capabilities_admin,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
iac_capabilities,iac_capabilities_read,PERMISSIVE,authenticated,SELECT,true,""
iac_role_capabilities,iac_rc_admin,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
iac_role_capabilities,iac_rc_read,PERMISSIVE,authenticated,SELECT,true,""
iac_roles,iac_roles_admin,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
iac_roles,iac_roles_read,PERMISSIVE,authenticated,SELECT,"(is_active OR has_role(auth.uid(), 'admin'::app_role))",""
iac_user_role_assignments,iac_assign_admin_write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
iac_user_role_assignments,iac_assign_admin_read,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
iac_user_role_assignments,iac_assign_self,PERMISSIVE,authenticated,SELECT,(user_id = auth.uid()),""
impl_console_rate_buckets,rate_buckets_self_read,PERMISSIVE,authenticated,SELECT,(actor_id = auth.uid()),""
import_field_settings,Admins manage import field settings - delete,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
import_field_settings,Admins manage import field settings - insert,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
import_field_settings,Import field settings readable by authenticated,PERMISSIVE,authenticated,SELECT,true,""
import_field_settings,Admins manage import field settings - update,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
import_progress,Import history cannot be deleted,PERMISSIVE,public,DELETE,false,""
import_progress,Only system can create import progress,PERMISSIVE,public,INSERT,"",false
import_progress,Users can view their own import progress,PERMISSIVE,public,SELECT,(auth.uid() = user_id),""
import_progress,Only system can update import progress,PERMISSIVE,public,UPDATE,false,""
incentive_allocation_rules,Admins can manage allocation rules,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
incentive_allocation_rules,Menu override users can delete allocation rules,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
incentive_allocation_rules,Menu override users can insert allocation rules,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_allocation_rules,Authenticated users can read allocation rules,PERMISSIVE,authenticated,SELECT,true,""
incentive_allocation_rules,Menu override users can update allocation rules,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_custom_tab_data,ictd_delete_admin_hr,PERMISSIVE,authenticated,DELETE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
incentive_custom_tab_data,ictd_insert_admin_hr,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
incentive_custom_tab_data,ictd_select_scoped,PERMISSIVE,authenticated,SELECT,"((employee_id = auth.uid()) OR (EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = incentive_custom_tab_data.employee_id) AND (p.reporting_manager_id = auth.uid())))) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role))",""
incentive_custom_tab_data,ictd_update_admin_hr,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
incentive_disqualification_rules,Admins can manage incentive_disqualification_rules,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
incentive_disqualification_rules,Menu override users can delete dq rules,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
incentive_disqualification_rules,Menu override users can insert dq rules,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_disqualification_rules,Authenticated can view incentive_disqualification_rules,PERMISSIVE,authenticated,SELECT,true,""
incentive_disqualification_rules,Menu override users can update dq rules,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_eligibility_fields,Admins can manage eligibility fields,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
incentive_eligibility_fields,Menu override users can delete eligibility fields,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
incentive_eligibility_fields,Menu override users can insert eligibility fields,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_eligibility_fields,Authenticated users can view eligibility fields,PERMISSIVE,authenticated,SELECT,true,""
incentive_eligibility_fields,Incentive data users can view eligibility fields,PERMISSIVE,authenticated,SELECT,"has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)",""
incentive_eligibility_fields,Menu override users can update eligibility fields,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_production_rates,Admins and menu-override users can manage production rates,PERMISSIVE,authenticated,ALL,"(has_role(auth.uid(), 'admin'::app_role) OR has_menu_access_override(auth.uid(), 'incentive-config'::text))","(has_role(auth.uid(), 'admin'::app_role) OR has_menu_access_override(auth.uid(), 'incentive-config'::text))"
incentive_production_rates,Incentive data users can delete production rates,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)",""
incentive_production_rates,Incentive data users can insert production rates,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)"
incentive_production_rates,Incentive data users can view production rates,PERMISSIVE,authenticated,SELECT,"has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)",""
incentive_production_rates,Incentive data users can update production rates,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)","has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)"
incentive_program_custom_tabs,Admins can delete custom tabs,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
incentive_program_custom_tabs,Admins can insert custom tabs,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
incentive_program_custom_tabs,Authenticated users can read custom tabs,PERMISSIVE,authenticated,SELECT,true,""
incentive_program_custom_tabs,Admins can update custom tabs,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
incentive_program_mappings,Admins can manage program mappings,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
incentive_program_mappings,Menu override users can delete incentive mappings,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
incentive_program_mappings,Menu override users can insert incentive mappings,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_program_mappings,Authenticated users can read program mappings,PERMISSIVE,authenticated,SELECT,true,""
incentive_program_mappings,Menu override users can update incentive mappings,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_program_types,Admins can delete program types,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
incentive_program_types,Menu override users can delete program types,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
incentive_program_types,Admins can insert program types,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
incentive_program_types,Menu override users can insert program types,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_program_types,Authenticated users can read program types,PERMISSIVE,authenticated,SELECT,true,""
incentive_program_types,Menu override users can update program types,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_programs,Admins can manage incentive_programs,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
incentive_programs,Menu override users can delete incentive programs,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
incentive_programs,Menu override users can insert incentive programs,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_programs,Authenticated can view active programs,PERMISSIVE,authenticated,SELECT,(is_active = true),""
incentive_programs,HR and management can view incentive_programs,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role))",""
incentive_programs,Menu override users can read incentive programs,PERMISSIVE,authenticated,SELECT,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
incentive_programs,Menu override users can update incentive programs,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_score_revisions,Admins can manage incentive_score_revisions,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
incentive_score_revisions,HR can manage score revisions,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'hr_pms'::app_role)",""
incentive_score_revisions,Employees can view own revisions,PERMISSIVE,authenticated,SELECT,(employee_id = auth.uid()),""
incentive_score_revisions,Management can view score revisions,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'management'::app_role)",""
incentive_score_revisions,Menu override users can read score revisions,PERMISSIVE,authenticated,SELECT,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
incentive_score_revisions,Menu override users can update score revisions,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_slab_categories,Admin manage,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
incentive_slab_categories,Authenticated read,PERMISSIVE,authenticated,SELECT,true,""
incentive_slabs,Admins can manage incentive_slabs,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
incentive_slabs,Menu override users can delete incentive slabs,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
incentive_slabs,Menu override users can insert incentive slabs,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_slabs,Privileged roles can view incentive_slabs,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR has_menu_access_override(auth.uid(), 'admin-incentive'::text))",""
incentive_slabs,Menu override users can update incentive slabs,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_stale_zero_cleanup_audit,Service role manages stale zero cleanup audit,PERMISSIVE,service_role,ALL,true,true
incentive_stale_zero_cleanup_audit,Admins can view stale zero cleanup audit,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
incentive_vessel_rates,Admins can delete vessel rates,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
incentive_vessel_rates,Incentive data users can delete vessel rates,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)",""
incentive_vessel_rates,Menu override users can delete vessel rates,PERMISSIVE,authenticated,DELETE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)",""
incentive_vessel_rates,Admins can insert vessel rates,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
