function_name,classification,frontend_calls,edge_calls,db_body_mentions,trigger_bindings,sample_caller
send_back_annual_review_status,rpc_frontend,1,0,0,0,src/services/annualReview/annualReviewService.ts
send_email_on_notification,trigger_function,0,0,0,1,
set_annual_review_access_setting,rpc_frontend,1,0,0,0,src/hooks/useAccessControlAdmin.ts
set_annual_review_enabled_stages,rpc_frontend,1,0,1,0,src/services/annualReview/annualReviewService.ts
set_annual_review_stage_weights_override,rpc_frontend,1,0,0,0,src/services/annualReview/annualReviewService.ts
set_annual_review_template_override,rpc_frontend,1,0,0,0,src/services/annualReview/annualReviewService.ts
set_bu_head,rpc_frontend,1,0,0,0,src/services/orgHeads/orgHeadsService.ts
set_department_head,rpc_frontend,1,0,0,0,src/services/orgHeads/orgHeadsService.ts
set_functional_role,rpc_frontend,1,0,0,0,src/lib/userRoles.ts
set_hr_department,rpc_frontend,1,0,0,0,src/services/orgHeads/orgHeadsService.ts
set_hr_head,rpc_frontend,1,0,0,0,src/services/orgHeads/orgHeadsService.ts
set_my_team_queue_default_scope,rpc_frontend,1,0,0,0,src/hooks/useTeamQueueScopeConfig.ts
set_safety_setting,undetermined,0,0,0,0,
set_updated_at_safety,undetermined,0,0,0,0,
should_send_email,undetermined,0,0,0,0,
split_definition,undetermined,0,0,0,0,
stage_ready_kpis,rpc_frontend,1,0,0,0,src/hooks/useBulkReview.ts
start_drill,rpc_frontend,1,0,0,0,src/hooks/useSafetyEmergency.ts
strip_cr_from_kpi_text,trigger_function,0,0,0,2,
submit_annual_review_self_as_proxy,rpc_frontend,1,0,0,0,src/services/annualReview/proxySubmission.ts
submit_audit_run,rpc_frontend,1,0,0,0,src/hooks/useSafetyAudits.ts
submit_permit,rpc_frontend,1,0,0,0,src/hooks/useSafetyPermits.ts
submit_self_review,rpc_frontend,1,0,0,0,src/hooks/useKpis.ts
suggest_alias_candidates,undetermined,0,0,1,0,
suggest_definition_merges,undetermined,0,0,1,0,
suspend_permit,rpc_frontend,1,0,0,0,src/hooks/useSafetyPermits.ts
sync_hr_final_to_current_bu_head,rpc_frontend,1,0,1,0,src/services/annualReview/hrFinalSync.ts
sync_kpi_status_from_submission,trigger_function,0,0,0,1,
sync_okv_evidence_projection,trigger_function,0,0,0,1,
sync_previous_employment_status,trigger_function,0,0,0,1,
sync_profile_grade_level,trigger_function,0,0,0,1,
sync_profile_grade_level_insert,trigger_function,0,0,0,1,
sync_sub_frequency,trigger_function,0,0,0,1,
sync_submission_on_kra_set,trigger_function,0,0,0,1,
tg_annual_review_clear_disabled_reviewer_slots,trigger_function,0,0,0,1,
tg_annual_review_guard_completion,trigger_function,0,0,0,1,
tg_annual_review_set_updated_at,trigger_function,0,0,0,5,
tg_annual_review_validate_default_enabled_stages,trigger_function,0,0,0,1,
tg_annual_review_validate_enabled_stages,trigger_function,0,0,0,1,
tg_ar_instance_template_change_remap,trigger_function,0,0,0,1,
tg_ar_no_downstream_rewind,trigger_function,0,0,0,1,
tg_ar_stage_score_required,trigger_function,0,0,0,1,
tg_ar_template_switch_score_carry,trigger_function,0,0,0,1,
tg_ar_total_score_scale,trigger_function,0,0,0,1,
tg_bu_head_change_cascade_hr,trigger_function,0,0,0,1,
tg_business_units_apply_terminal_rule,trigger_function,0,0,0,1,
tg_business_units_cascade_head_to_ar,trigger_function,0,0,0,1,
tg_cascade_bu_head_change,trigger_function,0,0,0,1,
tg_cascade_department_head_change,trigger_function,0,0,0,1,
tg_departments_cascade_head_to_ar,trigger_function,0,0,0,1,
tg_normalize_kpi_text,trigger_function,0,0,0,2,
tg_notifications_enforce_sender_relationship,trigger_function,0,0,0,1,
tg_org_head_config_cascade_hr_to_ar,trigger_function,0,0,0,1,
tg_review_submissions_self_column_guard,trigger_function,0,0,0,3,
tg_safety_sla_rules_touch,trigger_function,0,0,0,1,
tg_touch_updated_at,trigger_function,0,0,0,2,
touch_increment_method_configs,trigger_function,0,0,0,1,
touch_updated_at_hub,trigger_function,0,0,0,8,
transfer_annual_review_stage_response,rpc_frontend,1,0,0,0,src/services/annualReview/annualReviewService.ts
transition_safety_incident,rpc_frontend,2,0,3,0,src/hooks/useSafetyIncidents.ts
trg_apply_final_score_rule,trigger_function,0,0,0,1,
trg_audit_org_level_inheritance,trigger_function,0,0,0,3,
trg_autoinherit_org_level_on_kpi_insert,trigger_function,0,0,0,3,
trg_autopull_propagated_org_kpi,trigger_function,0,0,0,3,
trg_kpi_canonical_autolink,trigger_function,0,0,0,1,
trg_kpi_canonical_autolink_audit,trigger_function,0,0,0,1,
trg_profiles_identity_audit_fn,trigger_function,0,0,0,1,
trg_safety_incident_after_insert,trigger_function,0,0,0,1,
trg_safety_incident_after_status_change,trigger_function,0,0,0,1,
update_sub_period_submissions_updated_at,trigger_function,0,0,0,3,
update_updated_at_column,trigger_function,0,0,0,66,
upsert_annual_review_directory_override,rpc_frontend,1,0,0,0,src/hooks/useAccessControlAdmin.ts
upsert_annual_review_role_capability,rpc_frontend,1,0,0,0,src/hooks/useAccessControlAdmin.ts
user_can_see_employee,undetermined,0,0,0,0,
user_mgmt_can_see_employee,undetermined,0,0,0,0,
validate_annual_score_config,trigger_function,0,0,0,1,
validate_increment_method_slab,trigger_function,0,0,0,1,
validate_self_review_bundle_item,trigger_function,0,0,0,3,
workflow_change_step_back,trigger_function,0,0,0,1,
