file,table,line
supabase/functions/bulk-zero-score-non-submitters/index.ts,departments,135
supabase/functions/bulk-zero-score-non-submitters/index.ts,departments,147
supabase/functions/bulk-zero-score-non-submitters/index.ts,kpi_categories,280
supabase/functions/bulk-zero-score-non-submitters/index.ts,kpi_categories,464
supabase/functions/bulk-zero-score-non-submitters/index.ts,kpi_queries,207
supabase/functions/bulk-zero-score-non-submitters/index.ts,kpis,426
supabase/functions/bulk-zero-score-non-submitters/index.ts,kpis,728
supabase/functions/bulk-zero-score-non-submitters/index.ts,org_kpi_values,678
supabase/functions/bulk-zero-score-non-submitters/index.ts,profiles,159
supabase/functions/bulk-zero-score-non-submitters/index.ts,profiles,268
supabase/functions/bulk-zero-score-non-submitters/index.ts,profiles,453
supabase/functions/bulk-zero-score-non-submitters/index.ts,review_submissions,734
supabase/functions/bulk-zero-score-non-submitters/index.ts,workflow_config,478
supabase/functions/bulk-zero-score-non-submitters/index.ts,workflow_config,487
supabase/functions/bulk-zero-score-non-submitters/index.ts,workflow_templates,499
supabase/functions/check-safety-sla/index.ts,safety_user_roles,54
supabase/functions/compress-evidence/index.ts,system_settings,50
supabase/functions/compute-increment/index.ts,business_units,514
supabase/functions/compute-increment/index.ts,confirmation_increment_adjustments,512
supabase/functions/compute-increment/index.ts,confirmation_increment_rules,511
supabase/functions/compute-increment/index.ts,departments,513
supabase/functions/compute-increment/index.ts,divisions,515
supabase/functions/compute-increment/index.ts,employee_categories,516
supabase/functions/compute-increment/index.ts,employment_status_history,522
supabase/functions/compute-increment/index.ts,employment_status_history,523
supabase/functions/compute-increment/index.ts,increment_eligibility_criteria,587
supabase/functions/compute-increment/index.ts,increment_eligibility_exclusions,507
supabase/functions/compute-increment/index.ts,increment_method_slabs,541
supabase/functions/compute-increment/index.ts,increment_run_items,769
supabase/functions/compute-increment/index.ts,kpis,689
supabase/functions/compute-increment/index.ts,profiles,509
supabase/functions/compute-increment/index.ts,profiles,510
supabase/functions/compute-increment/index.ts,review_submissions,708
supabase/functions/compute-increment/index.ts,user_roles,425
supabase/functions/compute-monthly-incentives/index.ts,business_units,113
supabase/functions/compute-monthly-incentives/index.ts,business_units,381
supabase/functions/compute-monthly-incentives/index.ts,departments,129
supabase/functions/compute-monthly-incentives/index.ts,departments,377
supabase/functions/compute-monthly-incentives/index.ts,divisions,383
supabase/functions/compute-monthly-incentives/index.ts,employee_incentive_eligibility,234
supabase/functions/compute-monthly-incentives/index.ts,incentive_disqualification_rules,52
supabase/functions/compute-monthly-incentives/index.ts,incentive_slabs,46
supabase/functions/compute-monthly-incentives/index.ts,incentive_vessel_rates,283
supabase/functions/compute-monthly-incentives/index.ts,profiles,122
supabase/functions/compute-monthly-incentives/index.ts,profiles,132
supabase/functions/compute-monthly-incentives/index.ts,profiles,141
supabase/functions/compute-monthly-incentives/index.ts,profiles,148
supabase/functions/compute-monthly-incentives/index.ts,profiles,195
supabase/functions/compute-monthly-incentives/index.ts,profiles,211
supabase/functions/compute-monthly-incentives/index.ts,vessel_monthly_entries,294
supabase/functions/create-backup/index.ts,user_roles,422
supabase/functions/create-employee/index.ts,employee_categories,125
supabase/functions/create-employee/index.ts,employment_statuses,139
supabase/functions/create-employee/index.ts,locations,112
supabase/functions/detect-retroactive-incentive-changes/index.ts,kpis,31
supabase/functions/detect-retroactive-incentive-changes/index.ts,profiles,204
supabase/functions/detect-retroactive-incentive-changes/index.ts,user_roles,214
supabase/functions/fix-corrupted-binary-scores/index.ts,review_submissions,75
supabase/functions/fix-corrupted-binary-scores/index.ts,review_submissions,125
supabase/functions/fix-corrupted-binary-scores/index.ts,review_submissions,175
supabase/functions/generate-pip-letter/index.ts,pip_milestones,371
supabase/functions/generate-pip-letter/index.ts,system_settings,382
supabase/functions/import-kpis/index.ts,business_units,483
supabase/functions/import-kpis/index.ts,departments,484
supabase/functions/import-kpis/index.ts,divisions,482
supabase/functions/import-kpis/index.ts,kra_categories,481
supabase/functions/import-kpis/index.ts,profiles,480
supabase/functions/manage-implementer/index.ts,client_implementer_assignments,148
supabase/functions/mcp/index.ts,user_roles,32
supabase/functions/propagate-template-change/index.ts,kpis,107
supabase/functions/reap-stuck-backups/index.ts,backup_logs,41
supabase/functions/repair-orphaned-propagations/index.ts,kra_categories,85
supabase/functions/repair-orphaned-propagations/index.ts,kra_categories,419
supabase/functions/repair-orphaned-propagations/index.ts,profiles,79
supabase/functions/repair-orphaned-propagations/index.ts,profiles,406
supabase/functions/repair-orphaned-propagations/index.ts,review_submissions,71
supabase/functions/repair-orphaned-propagations/index.ts,review_submissions,431
supabase/functions/repair-stepped-back-siblings/index.ts,profiles,204
supabase/functions/repair-stepped-back-siblings/index.ts,review_submissions,246
supabase/functions/rescore-backfilled-submissions/index.ts,kpis,173
supabase/functions/rescore-backfilled-submissions/index.ts,profiles,196
supabase/functions/rescore-backfilled-submissions/index.ts,review_submissions,184
supabase/functions/restore-backup/index.ts,user_roles,422
supabase/functions/safety-analytics/index.ts,mv_safety_audit_scoreboard,84
supabase/functions/safety-analytics/index.ts,mv_safety_incident_monthly_trend,86
supabase/functions/safety-analytics/index.ts,mv_safety_incidents_open_vs_closed,83
supabase/functions/safety-analytics/index.ts,mv_safety_permit_throughput,85
supabase/functions/safety-analytics/index.ts,mv_safety_severity_rate,82
supabase/functions/send-email-notification/index.ts,system_settings,1151
supabase/functions/send-email-notification/index.ts,system_settings,1404
supabase/functions/send-monthly-review-reminder/index.ts,kpis,114
supabase/functions/send-monthly-review-reminder/index.ts,profiles,139
supabase/functions/send-monthly-review-reminder/index.ts,system_settings,60
supabase/functions/send-monthly-review-reminder/index.ts,user_roles,42
supabase/functions/send-pending-report-reminder/index.ts,kpis,97
supabase/functions/send-pending-report-reminder/index.ts,org_kpi_data_owners,153
supabase/functions/send-pending-report-reminder/index.ts,org_kpi_values,118
supabase/functions/send-pending-report-reminder/index.ts,system_settings,61
supabase/functions/send-pending-report-reminder/index.ts,user_roles,39
supabase/functions/send-query-observation-reminders/index.ts,kpi_observations,189
supabase/functions/send-query-observation-reminders/index.ts,kpi_queries,104
supabase/functions/send-query-observation-reminders/index.ts,profiles,212
supabase/functions/send-scheduled-emails/index.ts,system_settings,55
supabase/functions/send-scheduled-emails/index.ts,user_roles,37
