table_name,ordinal_position,column_name,data_type,udt_name,is_nullable,column_default,max_len
backup_logs,3,status,text,text,NO,'running'::text,""
backup_logs,4,file_path,text,text,YES,"",""
backup_logs,5,file_size_bytes,bigint,int8,YES,"",""
backup_logs,6,tables_count,integer,int4,YES,0,""
backup_logs,7,total_rows,integer,int4,YES,0,""
backup_logs,8,created_by,uuid,uuid,YES,"",""
backup_logs,9,error_message,text,text,YES,"",""
backup_logs,10,created_at,timestamp with time zone,timestamptz,NO,now(),""
backup_logs,11,completed_at,timestamp with time zone,timestamptz,YES,"",""
backup_logs,12,backup_format,text,text,NO,'single'::text,""
bulk_review_batches,1,id,uuid,uuid,NO,gen_random_uuid(),""
bulk_review_batches,2,performed_by,uuid,uuid,YES,"",""
bulk_review_batches,3,stage,text,text,NO,"",""
bulk_review_batches,4,scope_filters,jsonb,jsonb,NO,'{}'::jsonb,""
bulk_review_batches,5,affected_count,integer,int4,NO,0,""
bulk_review_batches,6,skipped,jsonb,jsonb,NO,'[]'::jsonb,""
bulk_review_batches,7,batch_reason,text,text,YES,"",""
bulk_review_batches,8,created_at,timestamp with time zone,timestamptz,NO,now(),""
bundle_assignment_logs,1,id,uuid,uuid,NO,gen_random_uuid(),""
bundle_assignment_logs,2,bundle_id,uuid,uuid,NO,"",""
bundle_assignment_logs,3,employee_id,uuid,uuid,NO,"",""
bundle_assignment_logs,4,assigned_by,uuid,uuid,YES,"",""
bundle_assignment_logs,5,review_period,text,text,NO,"",""
bundle_assignment_logs,6,review_year,integer,int4,NO,"",""
bundle_assignment_logs,7,kpis_created,integer,int4,NO,0,""
bundle_assignment_logs,8,created_at,timestamp with time zone,timestamptz,NO,now(),""
business_unit_sub_units,1,id,uuid,uuid,NO,gen_random_uuid(),""
business_unit_sub_units,2,business_unit_id,uuid,uuid,NO,"",""
business_unit_sub_units,3,label,text,text,NO,"",""
business_unit_sub_units,4,capacity,text,text,YES,"",""
business_unit_sub_units,5,product_types,ARRAY,_text,YES,"",""
business_unit_sub_units,6,sort_order,integer,int4,NO,0,""
business_unit_sub_units,7,is_active,boolean,bool,NO,true,""
business_unit_sub_units,8,created_at,timestamp with time zone,timestamptz,NO,now(),""
business_units,1,id,uuid,uuid,NO,gen_random_uuid(),""
business_units,2,division_id,uuid,uuid,YES,"",""
business_units,3,name,text,text,NO,"",""
business_units,4,code,text,text,YES,"",""
business_units,5,created_at,timestamp with time zone,timestamptz,NO,now(),""
business_units,6,level,text,text,YES,"",""
business_units,7,head_user_id,uuid,uuid,YES,"",""
business_units,8,head_source,text,text,NO,'auto'::text,""
business_units,9,head_updated_at,timestamp with time zone,timestamptz,YES,"",""
business_units,10,head_updated_by,uuid,uuid,YES,"",""
capability_registry,1,capability_key,text,text,NO,"",""
capability_registry,2,module_key,text,text,NO,"",""
capability_registry,3,label,text,text,NO,"",""
capability_registry,4,description,text,text,YES,"",""
capability_registry,5,client_id,uuid,uuid,YES,"",""
capability_registry,6,created_at,timestamp with time zone,timestamptz,NO,now(),""
client_action_entitlements,1,id,uuid,uuid,NO,gen_random_uuid(),""
client_action_entitlements,2,client_id,uuid,uuid,NO,"",""
client_action_entitlements,3,action_key,text,text,NO,"",""
client_action_entitlements,4,is_enabled,boolean,bool,NO,true,""
client_action_entitlements,5,valid_from,timestamp with time zone,timestamptz,YES,"",""
client_action_entitlements,6,valid_until,timestamp with time zone,timestamptz,YES,"",""
client_action_entitlements,7,granted_by,uuid,uuid,YES,"",""
client_action_entitlements,8,created_at,timestamp with time zone,timestamptz,NO,now(),""
client_action_entitlements,9,updated_at,timestamp with time zone,timestamptz,NO,now(),""
client_contacts,1,id,uuid,uuid,NO,gen_random_uuid(),""
client_contacts,2,client_id,uuid,uuid,NO,"",""
client_contacts,3,role,text,text,NO,"",""
client_contacts,4,email,text,text,NO,"",""
client_contacts,5,display_name,text,text,YES,"",""
client_contacts,6,is_primary_for_role,boolean,bool,NO,false,""
client_contacts,7,verified,boolean,bool,NO,false,""
client_contacts,8,verified_by,uuid,uuid,YES,"",""
client_contacts,9,verified_at,timestamp with time zone,timestamptz,YES,"",""
client_contacts,10,notes,text,text,YES,"",""
client_contacts,11,is_active,boolean,bool,NO,true,""
client_contacts,12,archived_at,timestamp with time zone,timestamptz,YES,"",""
client_contacts,13,archived_by,uuid,uuid,YES,"",""
client_contacts,14,created_by,uuid,uuid,YES,"",""
client_contacts,15,created_at,timestamp with time zone,timestamptz,NO,now(),""
client_contacts,16,updated_by,uuid,uuid,YES,"",""
client_contacts,17,updated_at,timestamp with time zone,timestamptz,NO,now(),""
client_error_reports,1,id,uuid,uuid,NO,gen_random_uuid(),""
client_error_reports,2,created_at,timestamp with time zone,timestamptz,NO,now(),""
client_error_reports,3,user_id,uuid,uuid,YES,"",""
client_error_reports,4,account_code,text,text,YES,"",""
client_error_reports,5,effective_role,text,text,YES,"",""
client_error_reports,6,route,text,text,YES,"",""
client_error_reports,7,query,text,text,YES,"",""
client_error_reports,8,error_message,text,text,YES,"",""
client_error_reports,9,error_stack,text,text,YES,"",""
client_error_reports,10,component_stack,text,text,YES,"",""
client_error_reports,11,user_agent,text,text,YES,"",""
client_error_reports,12,viewport,text,text,YES,"",""
client_error_reports,13,app_build,text,text,YES,"",""
client_error_reports,14,last_rpc_name,text,text,YES,"",""
client_error_reports,15,last_rpc_status,integer,int4,YES,"",""
client_error_reports,16,time_since_mount_ms,integer,int4,YES,"",""
client_implementer_assignments,1,id,uuid,uuid,NO,gen_random_uuid(),""
client_implementer_assignments,2,client_id,uuid,uuid,NO,"",""
client_implementer_assignments,3,user_id,uuid,uuid,NO,"",""
client_implementer_assignments,4,assigned_by,uuid,uuid,YES,"",""
client_implementer_assignments,5,created_at,timestamp with time zone,timestamptz,NO,now(),""
client_module_entitlements,1,id,uuid,uuid,NO,gen_random_uuid(),""
client_module_entitlements,2,client_id,uuid,uuid,NO,"",""
client_module_entitlements,3,module_key,text,text,NO,"",""
client_module_entitlements,4,is_enabled,boolean,bool,NO,true,""
client_module_entitlements,5,valid_from,timestamp with time zone,timestamptz,YES,"",""
client_module_entitlements,6,valid_until,timestamp with time zone,timestamptz,YES,"",""
client_module_entitlements,7,granted_by,uuid,uuid,YES,"",""
client_module_entitlements,8,created_at,timestamp with time zone,timestamptz,NO,now(),""
client_module_entitlements,9,updated_at,timestamp with time zone,timestamptz,NO,now(),""
client_notification_templates,1,id,uuid,uuid,NO,gen_random_uuid(),""
client_notification_templates,2,client_id,uuid,uuid,NO,"",""
client_notification_templates,3,template_key,text,text,NO,"",""
client_notification_templates,4,channel,text,text,NO,'email'::text,""
client_notification_templates,5,subject,text,text,NO,"",""
client_notification_templates,6,body_text,text,text,NO,"",""
client_notification_templates,7,body_html,text,text,YES,"",""
client_notification_templates,8,variables,jsonb,jsonb,NO,'[]'::jsonb,""
client_notification_templates,9,is_active,boolean,bool,NO,true,""
client_notification_templates,10,archived_at,timestamp with time zone,timestamptz,YES,"",""
client_notification_templates,11,archived_by,uuid,uuid,YES,"",""
client_notification_templates,12,created_by,uuid,uuid,YES,"",""
client_notification_templates,13,updated_by,uuid,uuid,YES,"",""
client_notification_templates,14,created_at,timestamp with time zone,timestamptz,NO,now(),""
client_notification_templates,15,updated_at,timestamp with time zone,timestamptz,NO,now(),""
client_setup_checklist,1,id,uuid,uuid,NO,gen_random_uuid(),""
client_setup_checklist,2,client_id,uuid,uuid,NO,"",""
client_setup_checklist,3,item_key,text,text,NO,"",""
client_setup_checklist,4,item_label,text,text,NO,"",""
client_setup_checklist,5,done,boolean,bool,NO,false,""
client_setup_checklist,6,done_by,uuid,uuid,YES,"",""
client_setup_checklist,7,done_at,timestamp with time zone,timestamptz,YES,"",""
client_setup_checklist,8,notes,text,text,YES,"",""
client_setup_checklist,9,sort_order,integer,int4,NO,0,""
client_setup_checklist,10,created_at,timestamp with time zone,timestamptz,NO,now(),""
client_setup_checklist,11,updated_at,timestamp with time zone,timestamptz,NO,now(),""
client_smtp_config,1,client_id,uuid,uuid,NO,"",""
client_smtp_config,2,from_name,text,text,YES,"",""
client_smtp_config,3,from_email,text,text,YES,"",""
client_smtp_config,4,reply_to,text,text,YES,"",""
client_smtp_config,5,provider,text,text,YES,"",""
client_smtp_config,6,smtp_host,text,text,YES,"",""
client_smtp_config,7,smtp_port,integer,int4,YES,"",""
client_smtp_config,8,smtp_username,text,text,YES,"",""
client_smtp_config,9,secret_ref,text,text,YES,"",""
client_smtp_config,10,secret_set_at,timestamp with time zone,timestamptz,YES,"",""
client_smtp_config,11,secret_fingerprint,text,text,YES,"",""
client_smtp_config,12,updated_by,uuid,uuid,YES,"",""
client_smtp_config,13,updated_at,timestamp with time zone,timestamptz,NO,now(),""
client_urls,1,id,uuid,uuid,NO,gen_random_uuid(),""
client_urls,2,client_id,uuid,uuid,NO,"",""
client_urls,3,url,text,text,NO,"",""
client_urls,4,label,text,text,YES,"",""
client_urls,5,is_primary,boolean,bool,NO,false,""
client_urls,6,verified,boolean,bool,NO,false,""
client_urls,7,verified_by,uuid,uuid,YES,"",""
client_urls,8,verified_at,timestamp with time zone,timestamptz,YES,"",""
client_urls,9,notes,text,text,YES,"",""
client_urls,10,is_active,boolean,bool,NO,true,""
client_urls,11,archived_at,timestamp with time zone,timestamptz,YES,"",""
client_urls,12,archived_by,uuid,uuid,YES,"",""
client_urls,13,created_by,uuid,uuid,YES,"",""
client_urls,14,created_at,timestamp with time zone,timestamptz,NO,now(),""
client_urls,15,updated_by,uuid,uuid,YES,"",""
client_urls,16,updated_at,timestamp with time zone,timestamptz,NO,now(),""
clients,1,id,uuid,uuid,NO,gen_random_uuid(),""
clients,2,client_key,text,text,NO,"",""
clients,3,display_name,text,text,NO,"",""
clients,4,deployment_mode,text,text,NO,'saas'::text,""
clients,5,is_active,boolean,bool,NO,true,""
clients,6,entitlement_source,text,text,NO,'db'::text,""
clients,7,entitlement_version,text,text,YES,"",""
clients,8,valid_from,timestamp with time zone,timestamptz,YES,"",""
clients,9,valid_until,timestamp with time zone,timestamptz,YES,"",""
clients,10,signature_hash,text,text,YES,"",""
clients,11,created_at,timestamp with time zone,timestamptz,NO,now(),""
clients,12,updated_at,timestamp with time zone,timestamptz,NO,now(),""
companies,1,id,uuid,uuid,NO,gen_random_uuid(),""
companies,2,name,text,text,NO,"",""
companies,3,code,text,text,YES,"",""
companies,4,is_default,boolean,bool,YES,false,""
companies,5,created_at,timestamp with time zone,timestamptz,YES,now(),""
confirmation_increment_adjustments,1,id,uuid,uuid,NO,gen_random_uuid(),""
confirmation_increment_adjustments,2,employee_id,uuid,uuid,NO,"",""
confirmation_increment_adjustments,3,assessment_year,text,text,NO,"",""
confirmation_increment_adjustments,4,run_id,uuid,uuid,YES,"",""
confirmation_increment_adjustments,5,treatment_applied,USER-DEFINED,confirmation_increment_treatment,NO,"",""
confirmation_increment_adjustments,6,period_covered_months,numeric,numeric,NO,0,""
confirmation_increment_adjustments,7,balance_eligible_months,numeric,numeric,NO,0,""
confirmation_increment_adjustments,8,carry_forward_months,numeric,numeric,NO,0,""
confirmation_increment_adjustments,9,final_eligible_months,numeric,numeric,NO,0,""
confirmation_increment_adjustments,10,adjustment_reason,text,text,YES,"",""
confirmation_increment_adjustments,11,inputs_snapshot,jsonb,jsonb,YES,"",""
confirmation_increment_adjustments,12,created_at,timestamp with time zone,timestamptz,NO,now(),""
confirmation_increment_rules,1,id,uuid,uuid,NO,gen_random_uuid(),""
confirmation_increment_rules,2,assessment_year,text,text,NO,"",""
confirmation_increment_rules,3,company_id,uuid,uuid,YES,"",""
confirmation_increment_rules,4,category_id,uuid,uuid,YES,"",""
confirmation_increment_rules,5,level_id,uuid,uuid,YES,"",""
confirmation_increment_rules,6,treatment,USER-DEFINED,confirmation_increment_treatment,NO,'ignore'::confirmation_increment_treatment,""
confirmation_increment_rules,7,notes,text,text,YES,"",""
confirmation_increment_rules,8,version,integer,int4,NO,1,""
confirmation_increment_rules,9,status,text,text,NO,'active'::text,""
confirmation_increment_rules,10,copied_from_rule_id,uuid,uuid,YES,"",""
confirmation_increment_rules,11,created_by,uuid,uuid,YES,"",""
confirmation_increment_rules,12,created_at,timestamp with time zone,timestamptz,NO,now(),""
confirmation_increment_rules,13,updated_at,timestamp with time zone,timestamptz,NO,now(),""
confirmation_increment_rules,14,applicable_transitions,ARRAY,_text,NO,ARRAY['trainee_to_confirmed'::text],""
confirmation_increment_rules,15,company_scope_mode,text,text,NO,'global'::text,""
confirmation_increment_rules,16,selected_company_ids,ARRAY,_uuid,NO,'{}'::uuid[],""
custom_reports,1,id,uuid,uuid,NO,gen_random_uuid(),""
custom_reports,2,name,text,text,NO,"",""
custom_reports,3,description,text,text,YES,"",""
custom_reports,4,icon,text,text,NO,'FileText'::text,""
custom_reports,5,color,text,text,NO,'text-primary'::text,""
custom_reports,6,category,text,text,YES,'Custom'::text,""
custom_reports,7,columns,jsonb,jsonb,NO,'[]'::jsonb,""
custom_reports,8,filters,jsonb,jsonb,NO,'[]'::jsonb,""
custom_reports,9,default_sort,jsonb,jsonb,YES,"",""
custom_reports,10,group_by,text,text,YES,"",""
custom_reports,11,export_excel,boolean,bool,NO,true,""
custom_reports,12,export_pdf,boolean,bool,NO,false,""
custom_reports,13,filename_template,text,text,YES,"",""
custom_reports,14,view_roles,ARRAY,_text,NO,ARRAY['admin'::text],""
custom_reports,15,is_active,boolean,bool,NO,true,""
custom_reports,16,sort_order,integer,int4,NO,0,""
custom_reports,17,created_by,uuid,uuid,YES,"",""
custom_reports,18,created_at,timestamp with time zone,timestamptz,NO,now(),""
custom_reports,19,updated_at,timestamp with time zone,timestamptz,NO,now(),""
dashboard_registry,1,dashboard_key,text,text,NO,"",""
dashboard_registry,2,module_key,text,text,NO,"",""
dashboard_registry,3,label,text,text,NO,"",""
dashboard_registry,4,client_id,uuid,uuid,YES,"",""
dashboard_registry,5,created_at,timestamp with time zone,timestamptz,NO,now(),""
data_classifications,1,id,uuid,uuid,NO,gen_random_uuid(),""
data_classifications,2,classification_key,text,text,NO,"",""
data_classifications,3,label,text,text,NO,"",""
data_classifications,4,description,text,text,YES,"",""
data_classifications,5,sort_order,integer,int4,NO,0,""
data_classifications,6,export_allowed,boolean,bool,NO,true,""
data_classifications,7,watermark_required,boolean,bool,NO,false,""
data_classifications,8,download_reason_required,boolean,bool,NO,false,""
data_classifications,9,approval_required,boolean,bool,NO,false,""
data_classifications,10,max_rows_allowed,integer,int4,YES,"",""
data_classifications,11,audit_view_required,boolean,bool,NO,false,""
data_classifications,12,is_active,boolean,bool,NO,true,""
data_classifications,13,created_at,timestamp with time zone,timestamptz,NO,now(),""
data_classifications,14,updated_at,timestamp with time zone,timestamptz,NO,now(),""
departments,1,id,uuid,uuid,NO,gen_random_uuid(),""
departments,2,business_unit_id,uuid,uuid,YES,"",""
departments,3,name,text,text,NO,"",""
departments,4,code,text,text,YES,"",""
departments,5,created_at,timestamp with time zone,timestamptz,NO,now(),""
departments,6,level,text,text,YES,"",""
departments,7,head_user_id,uuid,uuid,YES,"",""
departments,8,head_source,text,text,NO,'auto'::text,""
departments,9,head_updated_at,timestamp with time zone,timestamptz,YES,"",""
departments,10,head_updated_by,uuid,uuid,YES,"",""
designations,1,id,uuid,uuid,NO,gen_random_uuid(),""
designations,2,name,text,text,NO,"",""
designations,3,code,text,text,YES,"",""
designations,4,created_at,timestamp with time zone,timestamptz,NO,now(),""
designations,5,level,text,text,YES,"",""
designations,6,company_id,uuid,uuid,YES,"",""
dev_report_entries,1,id,uuid,uuid,NO,gen_random_uuid(),""
dev_report_entries,2,entry_type,USER-DEFINED,dev_report_entry_type,NO,"",""
dev_report_entries,3,entry_date,date,date,YES,"",""
dev_report_entries,4,period_label,text,text,YES,"",""
dev_report_entries,5,title,text,text,NO,"",""
dev_report_entries,6,module_area,text,text,YES,"",""
dev_report_entries,7,description,text,text,NO,"",""
dev_report_entries,8,status,text,text,YES,"",""
dev_report_entries,9,severity,text,text,YES,"",""
dev_report_entries,10,timeline_type,text,text,YES,"",""
dev_report_entries,11,adr_refs,ARRAY,_text,NO,'{}'::text[],""
dev_report_entries,12,linked_commit,text,text,YES,"",""
dev_report_entries,13,created_by,uuid,uuid,YES,"",""
dev_report_entries,14,created_at,timestamp with time zone,timestamptz,NO,now(),""
dev_report_entries,15,updated_at,timestamp with time zone,timestamptz,NO,now(),""
dev_report_entries_archive_seed,1,id,uuid,uuid,YES,"",""
dev_report_entries_archive_seed,2,entry_type,USER-DEFINED,dev_report_entry_type,YES,"",""
dev_report_entries_archive_seed,3,entry_date,date,date,YES,"",""
dev_report_entries_archive_seed,4,period_label,text,text,YES,"",""
dev_report_entries_archive_seed,5,title,text,text,YES,"",""
dev_report_entries_archive_seed,6,module_area,text,text,YES,"",""
dev_report_entries_archive_seed,7,description,text,text,YES,"",""
dev_report_entries_archive_seed,8,status,text,text,YES,"",""
dev_report_entries_archive_seed,9,severity,text,text,YES,"",""
dev_report_entries_archive_seed,10,timeline_type,text,text,YES,"",""
dev_report_entries_archive_seed,11,adr_refs,ARRAY,_text,YES,"",""
dev_report_entries_archive_seed,12,linked_commit,text,text,YES,"",""
dev_report_entries_archive_seed,13,created_by,uuid,uuid,YES,"",""
dev_report_entries_archive_seed,14,created_at,timestamp with time zone,timestamptz,YES,"",""
dev_report_entries_archive_seed,15,updated_at,timestamp with time zone,timestamptz,YES,"",""
divisions,1,id,uuid,uuid,NO,gen_random_uuid(),""
divisions,2,name,text,text,NO,"",""
divisions,3,code,text,text,YES,"",""
divisions,4,created_at,timestamp with time zone,timestamptz,NO,now(),""
divisions,5,level,text,text,YES,"",""
divisions,6,company_id,uuid,uuid,YES,"",""
eligible_login_users,1,id,uuid,uuid,YES,"",""
eligible_login_users,2,full_name,text,text,YES,"",""
eligible_login_users,3,email,text,text,YES,"",""
eligible_login_users,4,employee_code,text,text,YES,"",""
eligible_login_users,5,designation,text,text,YES,"",""
eligible_login_users,6,department_id,uuid,uuid,YES,"",""
eligible_login_users,7,eligibility_type,text,text,YES,"",""
email_change_audit,1,id,uuid,uuid,NO,gen_random_uuid(),""
email_change_audit,2,user_id,uuid,uuid,NO,"",""
email_change_audit,3,old_email,text,text,YES,"",""
email_change_audit,4,new_email,text,text,YES,"",""
email_change_audit,5,performed_by,uuid,uuid,YES,"",""
email_change_audit,6,source,text,text,NO,"",""
email_change_audit,7,performed_at,timestamp with time zone,timestamptz,NO,now(),""
email_dispatch_queue,1,id,uuid,uuid,NO,gen_random_uuid(),""
email_dispatch_queue,2,template_key,text,text,NO,"",""
email_dispatch_queue,3,recipient_email,text,text,NO,"",""
email_dispatch_queue,4,recipient_name,text,text,YES,"",""
email_dispatch_queue,5,metadata,jsonb,jsonb,YES,'{}'::jsonb,""
email_dispatch_queue,6,created_at,timestamp with time zone,timestamptz,NO,now(),""
email_dispatch_queue,7,sent_at,timestamp with time zone,timestamptz,YES,"",""
email_logs,1,id,uuid,uuid,NO,gen_random_uuid(),""
email_logs,2,event_type,text,text,NO,"",""
email_logs,3,recipient_email,text,text,NO,"",""
email_logs,4,recipient_name,text,text,YES,"",""
email_logs,5,subject,text,text,YES,"",""
email_logs,6,status,text,text,NO,'sent'::text,""
email_logs,7,error_message,text,text,YES,"",""
email_logs,8,provider,text,text,YES,"",""
email_logs,9,metadata,jsonb,jsonb,YES,"",""
email_logs,10,created_at,timestamp with time zone,timestamptz,NO,now(),""
employee_categories,1,id,uuid,uuid,NO,gen_random_uuid(),""
employee_categories,2,company_id,uuid,uuid,YES,"",""
employee_categories,3,name,text,text,NO,"",""
employee_categories,4,code,text,text,YES,"",""
employee_categories,5,is_active,boolean,bool,NO,true,""
employee_categories,6,sort_order,integer,int4,NO,0,""
employee_categories,7,created_at,timestamp with time zone,timestamptz,NO,now(),""
employee_categories,8,updated_at,timestamp with time zone,timestamptz,NO,now(),""
employee_incentive_eligibility,1,id,uuid,uuid,NO,gen_random_uuid(),""
employee_incentive_eligibility,2,employee_id,uuid,uuid,NO,"",""
employee_incentive_eligibility,3,review_period,text,text,NO,"",""
employee_incentive_eligibility,4,review_year,integer,int4,NO,"",""
employee_incentive_eligibility,5,absent_days,integer,int4,NO,0,""
employee_incentive_eligibility,6,lwp_days,numeric,numeric,NO,0,""
employee_incentive_eligibility,7,has_warning_letter,boolean,bool,NO,false,""
employee_incentive_eligibility,8,is_suspended,boolean,bool,NO,false,""
employee_incentive_eligibility,9,is_contract_worker,boolean,bool,NO,false,""
employee_incentive_eligibility,10,lti_count,integer,int4,NO,0,""
employee_incentive_eligibility,11,department_lti_count,integer,int4,NO,0,""
employee_incentive_eligibility,12,total_working_days,integer,int4,YES,"",""
employee_incentive_eligibility,13,present_days,numeric,numeric,YES,"",""
employee_incentive_eligibility,14,weekly_off_days,integer,int4,YES,"",""
employee_incentive_eligibility,15,production_value,numeric,numeric,YES,"",""
employee_incentive_eligibility,16,availability_percent,numeric,numeric,YES,"",""
employee_incentive_eligibility,17,shutdown_hours,numeric,numeric,YES,"",""
employee_incentive_eligibility,18,remarks,text,text,YES,"",""
employee_incentive_eligibility,19,entered_by,uuid,uuid,YES,"",""
employee_incentive_eligibility,20,created_at,timestamp with time zone,timestamptz,NO,now(),""
employee_incentive_eligibility,21,updated_at,timestamp with time zone,timestamptz,NO,now(),""
employee_incentive_eligibility,22,custom_fields,jsonb,jsonb,YES,'{}'::jsonb,""
employee_incentive_records,1,id,uuid,uuid,NO,gen_random_uuid(),""
employee_incentive_records,2,employee_id,uuid,uuid,NO,"",""
employee_incentive_records,3,program_id,uuid,uuid,YES,"",""
employee_incentive_records,4,review_period,text,text,NO,"",""
employee_incentive_records,5,review_year,integer,int4,NO,"",""
employee_incentive_records,6,pms_score,numeric,numeric,YES,"",""
employee_incentive_records,7,production_value,numeric,numeric,YES,"",""
employee_incentive_records,8,matched_slab_id,uuid,uuid,YES,"",""
employee_incentive_records,9,base_incentive_percent,numeric,numeric,NO,0,""
employee_incentive_records,10,is_disqualified,boolean,bool,NO,false,""
employee_incentive_records,11,disqualification_reasons,ARRAY,_text,YES,"",""
employee_incentive_records,12,lti_penalty_percent,numeric,numeric,NO,0,""
employee_incentive_records,13,pro_rata_factor,numeric,numeric,NO,1.0,""
employee_incentive_records,14,final_incentive_percent,numeric,numeric,NO,0,""
employee_incentive_records,15,is_retroactive_adjustment,boolean,bool,NO,false,""
employee_incentive_records,16,original_score,numeric,numeric,YES,"",""
employee_incentive_records,17,adjusted_score,numeric,numeric,YES,"",""
employee_incentive_records,18,adjustment_source_period,text,text,YES,"",""
employee_incentive_records,19,status,text,text,NO,'draft'::text,""
employee_incentive_records,20,computed_at,timestamp with time zone,timestamptz,YES,"",""
employee_incentive_records,21,confirmed_by,uuid,uuid,YES,"",""
employee_incentive_records,22,created_at,timestamp with time zone,timestamptz,NO,now(),""
employee_incentive_records,23,updated_at,timestamp with time zone,timestamptz,NO,now(),""
employee_incentive_records,24,incentive_status,text,text,NO,'hold'::text,""
employee_incentive_records,25,status_override_reason,text,text,YES,"",""
employee_incentive_records,26,status_overridden_by,uuid,uuid,YES,"",""
employee_incentive_records,27,status_overridden_at,timestamp with time zone,timestamptz,YES,"",""
employee_incentive_records,28,incentive_amount,numeric,numeric,YES,0,""
employee_incentive_records,29,payment_period,text,text,NO,'full'::text,""
employee_job_descriptions,1,id,uuid,uuid,NO,gen_random_uuid(),""
employee_job_descriptions,2,designation,text,text,NO,"",""
employee_job_descriptions,3,role_purpose,text,text,YES,"",""
employee_job_descriptions,4,key_responsibilities,jsonb,jsonb,YES,'[]'::jsonb,""
employee_job_descriptions,5,required_skills,jsonb,jsonb,YES,'[]'::jsonb,""
employee_job_descriptions,6,qualifications,text,text,YES,"",""
employee_job_descriptions,7,created_by,uuid,uuid,YES,"",""
employee_job_descriptions,8,created_at,timestamp with time zone,timestamptz,NO,now(),""
employee_job_descriptions,9,updated_at,timestamp with time zone,timestamptz,NO,now(),""
employee_master_custom_field_values,1,id,uuid,uuid,NO,gen_random_uuid(),""
employee_master_custom_field_values,2,employee_id,uuid,uuid,NO,"",""
employee_master_custom_field_values,3,values,jsonb,jsonb,NO,'{}'::jsonb,""
employee_master_custom_field_values,4,created_at,timestamp with time zone,timestamptz,NO,now(),""
employee_master_custom_field_values,5,updated_at,timestamp with time zone,timestamptz,NO,now(),""
employee_master_custom_fields,1,id,uuid,uuid,NO,gen_random_uuid(),""
employee_master_custom_fields,2,field_key,text,text,NO,"",""
employee_master_custom_fields,3,field_label,text,text,NO,"",""
employee_master_custom_fields,4,field_type,text,text,NO,"",""
employee_master_custom_fields,5,is_mandatory,boolean,bool,NO,false,""
employee_master_custom_fields,6,show_on_add_user,boolean,bool,NO,true,""
employee_master_custom_fields,7,show_on_edit_user,boolean,bool,NO,true,""
employee_master_custom_fields,8,show_in_employee_master,boolean,bool,NO,false,""
employee_master_custom_fields,9,dropdown_options,jsonb,jsonb,YES,"",""
employee_master_custom_fields,10,placeholder,text,text,YES,"",""
employee_master_custom_fields,11,help_text,text,text,YES,"",""
employee_master_custom_fields,12,is_active,boolean,bool,NO,true,""
employee_master_custom_fields,13,sort_order,integer,int4,NO,0,""
employee_master_custom_fields,14,created_at,timestamp with time zone,timestamptz,NO,now(),""
employee_master_custom_fields,15,updated_at,timestamp with time zone,timestamptz,NO,now(),""
employee_working_days,1,id,uuid,uuid,NO,gen_random_uuid(),""
employee_working_days,2,employee_id,uuid,uuid,NO,"",""
employee_working_days,3,month,character varying,varchar,NO,"",20
employee_working_days,4,year,integer,int4,NO,"",""
employee_working_days,5,working_days,integer,int4,NO,"",""
employee_working_days,6,created_at,timestamp with time zone,timestamptz,YES,now(),""
employee_working_days,7,updated_at,timestamp with time zone,timestamptz,YES,now(),""
employment_status_history,1,id,uuid,uuid,NO,gen_random_uuid(),""
employment_status_history,2,employee_id,uuid,uuid,NO,"",""
employment_status_history,3,previous_status,text,text,YES,"",""
employment_status_history,4,new_status,text,text,NO,"",""
employment_status_history,5,effective_date,date,date,NO,"",""
employment_status_history,6,changed_by,uuid,uuid,YES,"",""
employment_status_history,7,changed_at,timestamp with time zone,timestamptz,NO,now(),""
employment_status_history,8,source,text,text,NO,'manual_edit'::text,""
employment_status_history,9,notes,text,text,YES,"",""
employment_statuses,1,id,uuid,uuid,NO,gen_random_uuid(),""
employment_statuses,2,name,text,text,NO,"",""
employment_statuses,3,code,text,text,YES,"",""
employment_statuses,4,is_active,boolean,bool,NO,true,""
employment_statuses,5,sort_order,integer,int4,NO,0,""
employment_statuses,6,created_at,timestamp with time zone,timestamptz,NO,now(),""
employment_statuses,7,updated_at,timestamp with time zone,timestamptz,NO,now(),""
entitlement_audit,1,id,uuid,uuid,NO,gen_random_uuid(),""
entitlement_audit,2,actor_id,uuid,uuid,YES,"",""
entitlement_audit,3,event_type,text,text,NO,"",""
entitlement_audit,4,entity_type,text,text,NO,"",""
entitlement_audit,5,entity_key,text,text,NO,"",""
entitlement_audit,6,client_id,uuid,uuid,YES,"",""
entitlement_audit,7,before,jsonb,jsonb,YES,"",""
entitlement_audit,8,after,jsonb,jsonb,YES,"",""
entitlement_audit,9,reason,text,text,YES,"",""
entitlement_audit,10,created_at,timestamp with time zone,timestamptz,NO,now(),""
export_policies,1,id,uuid,uuid,NO,gen_random_uuid(),""
export_policies,2,classification_key,text,text,NO,"",""
export_policies,3,export_allowed,boolean,bool,NO,true,""
export_policies,4,allowed_formats,ARRAY,_text,NO,"ARRAY['csv'::text, 'xlsx'::text, 'pdf'::text]",""
export_policies,5,max_rows_per_export,integer,int4,YES,"",""
export_policies,6,watermark_required,boolean,bool,NO,false,""
export_policies,7,download_reason_required,boolean,bool,NO,false,""
export_policies,8,approval_required,boolean,bool,NO,false,""
