table_name,index_name,definition
employee_categories,employee_categories_pkey,CREATE UNIQUE INDEX employee_categories_pkey ON public.employee_categories USING btree (id)
employee_incentive_eligibility,employee_incentive_eligibilit_employee_id_review_period_rev_key,"CREATE UNIQUE INDEX employee_incentive_eligibilit_employee_id_review_period_rev_key ON public.employee_incentive_eligibility USING btree (employee_id, review_period, review_year)"
employee_incentive_eligibility,employee_incentive_eligibility_pkey,CREATE UNIQUE INDEX employee_incentive_eligibility_pkey ON public.employee_incentive_eligibility USING btree (id)
employee_incentive_records,employee_incentive_records_emp_period_year_prog_payperiod_key,"CREATE UNIQUE INDEX employee_incentive_records_emp_period_year_prog_payperiod_key ON public.employee_incentive_records USING btree (employee_id, review_period, review_year, program_id, payment_period)"
employee_incentive_records,employee_incentive_records_pkey,CREATE UNIQUE INDEX employee_incentive_records_pkey ON public.employee_incentive_records USING btree (id)
employee_job_descriptions,employee_job_descriptions_designation_key,CREATE UNIQUE INDEX employee_job_descriptions_designation_key ON public.employee_job_descriptions USING btree (designation)
employee_job_descriptions,employee_job_descriptions_pkey,CREATE UNIQUE INDEX employee_job_descriptions_pkey ON public.employee_job_descriptions USING btree (id)
employee_job_descriptions,idx_employee_job_descriptions_created_by,CREATE INDEX idx_employee_job_descriptions_created_by ON public.employee_job_descriptions USING btree (created_by)
employee_master_custom_field_values,employee_master_custom_field_values_employee_unique,CREATE UNIQUE INDEX employee_master_custom_field_values_employee_unique ON public.employee_master_custom_field_values USING btree (employee_id)
employee_master_custom_field_values,employee_master_custom_field_values_pkey,CREATE UNIQUE INDEX employee_master_custom_field_values_pkey ON public.employee_master_custom_field_values USING btree (id)
employee_master_custom_field_values,idx_emcfv_values_gin,"CREATE INDEX idx_emcfv_values_gin ON public.employee_master_custom_field_values USING gin (""values"")"
employee_master_custom_fields,employee_master_custom_fields_field_key_key,CREATE UNIQUE INDEX employee_master_custom_fields_field_key_key ON public.employee_master_custom_fields USING btree (field_key)
employee_master_custom_fields,employee_master_custom_fields_pkey,CREATE UNIQUE INDEX employee_master_custom_fields_pkey ON public.employee_master_custom_fields USING btree (id)
employee_master_custom_fields,idx_emcf_active_sort,"CREATE INDEX idx_emcf_active_sort ON public.employee_master_custom_fields USING btree (is_active, sort_order, field_label)"
employee_working_days,employee_working_days_employee_id_month_year_key,"CREATE UNIQUE INDEX employee_working_days_employee_id_month_year_key ON public.employee_working_days USING btree (employee_id, month, year)"
employee_working_days,employee_working_days_pkey,CREATE UNIQUE INDEX employee_working_days_pkey ON public.employee_working_days USING btree (id)
employment_status_history,employment_status_history_pkey,CREATE UNIQUE INDEX employment_status_history_pkey ON public.employment_status_history USING btree (id)
employment_status_history,idx_esh_employee_effective,"CREATE INDEX idx_esh_employee_effective ON public.employment_status_history USING btree (employee_id, effective_date DESC)"
employment_status_history,uq_esh_backfill,"CREATE UNIQUE INDEX uq_esh_backfill ON public.employment_status_history USING btree (employee_id, new_status, effective_date) WHERE (source = 'backfill'::text)"
employment_statuses,employment_statuses_name_uniq,CREATE UNIQUE INDEX employment_statuses_name_uniq ON public.employment_statuses USING btree (lower(name))
employment_statuses,employment_statuses_pkey,CREATE UNIQUE INDEX employment_statuses_pkey ON public.employment_statuses USING btree (id)
entitlement_audit,entitlement_audit_pkey,CREATE UNIQUE INDEX entitlement_audit_pkey ON public.entitlement_audit USING btree (id)
entitlement_audit,idx_ent_audit_created,CREATE INDEX idx_ent_audit_created ON public.entitlement_audit USING btree (created_at DESC)
entitlement_audit,idx_ent_audit_event,CREATE INDEX idx_ent_audit_event ON public.entitlement_audit USING btree (event_type)
export_policies,export_policies_classification_key_key,CREATE UNIQUE INDEX export_policies_classification_key_key ON public.export_policies USING btree (classification_key)
export_policies,export_policies_pkey,CREATE UNIQUE INDEX export_policies_pkey ON public.export_policies USING btree (id)
final_score_revisions,final_score_revisions_pkey,CREATE UNIQUE INDEX final_score_revisions_pkey ON public.final_score_revisions USING btree (id)
final_score_revisions,final_score_revisions_submission_id_revision_no_key,"CREATE UNIQUE INDEX final_score_revisions_submission_id_revision_no_key ON public.final_score_revisions USING btree (submission_id, revision_no)"
final_score_revisions,idx_final_score_revisions_batch,CREATE INDEX idx_final_score_revisions_batch ON public.final_score_revisions USING btree (batch_id)
final_score_revisions,idx_final_score_revisions_performed_by,CREATE INDEX idx_final_score_revisions_performed_by ON public.final_score_revisions USING btree (performed_by)
final_score_revisions,idx_final_score_revisions_submission,CREATE INDEX idx_final_score_revisions_submission ON public.final_score_revisions USING btree (submission_id)
frequency_config,frequency_config_frequency_key,CREATE UNIQUE INDEX frequency_config_frequency_key ON public.frequency_config USING btree (frequency)
frequency_config,frequency_config_pkey,CREATE UNIQUE INDEX frequency_config_pkey ON public.frequency_config USING btree (id)
general_eligibility_audit,general_eligibility_audit_pkey,CREATE UNIQUE INDEX general_eligibility_audit_pkey ON public.general_eligibility_audit USING btree (id)
general_eligibility_configs,general_eligibility_configs_assessment_year_version_key,"CREATE UNIQUE INDEX general_eligibility_configs_assessment_year_version_key ON public.general_eligibility_configs USING btree (assessment_year, version)"
general_eligibility_configs,general_eligibility_configs_pkey,CREATE UNIQUE INDEX general_eligibility_configs_pkey ON public.general_eligibility_configs USING btree (id)
iac_audit_log,iac_audit_log_created_idx,CREATE INDEX iac_audit_log_created_idx ON public.iac_audit_log USING btree (created_at DESC)
iac_audit_log,iac_audit_log_pkey,CREATE UNIQUE INDEX iac_audit_log_pkey ON public.iac_audit_log USING btree (id)
iac_audit_log,iac_audit_log_target_idx,"CREATE INDEX iac_audit_log_target_idx ON public.iac_audit_log USING btree (target_type, target_id)"
iac_capabilities,iac_capabilities_module_idx,CREATE INDEX iac_capabilities_module_idx ON public.iac_capabilities USING btree (module)
iac_capabilities,iac_capabilities_pkey,CREATE UNIQUE INDEX iac_capabilities_pkey ON public.iac_capabilities USING btree (code)
iac_role_capabilities,iac_role_capabilities_pkey,"CREATE UNIQUE INDEX iac_role_capabilities_pkey ON public.iac_role_capabilities USING btree (role_id, capability_code)"
iac_roles,iac_roles_code_key,CREATE UNIQUE INDEX iac_roles_code_key ON public.iac_roles USING btree (code)
iac_roles,iac_roles_module_idx,CREATE INDEX iac_roles_module_idx ON public.iac_roles USING btree (module)
iac_roles,iac_roles_pkey,CREATE UNIQUE INDEX iac_roles_pkey ON public.iac_roles USING btree (id)
iac_user_role_assignments,iac_assignment_uniq,"CREATE UNIQUE INDEX iac_assignment_uniq ON public.iac_user_role_assignments USING btree (user_id, role_id, scope_type, scope_id)"
iac_user_role_assignments,iac_user_role_assignments_pkey,CREATE UNIQUE INDEX iac_user_role_assignments_pkey ON public.iac_user_role_assignments USING btree (id)
iac_user_role_assignments,iac_user_role_assignments_role_idx,CREATE INDEX iac_user_role_assignments_role_idx ON public.iac_user_role_assignments USING btree (role_id)
iac_user_role_assignments,iac_user_role_assignments_user_idx,CREATE INDEX iac_user_role_assignments_user_idx ON public.iac_user_role_assignments USING btree (user_id)
impl_console_rate_buckets,idx_impl_rate_buckets_lookup,"CREATE INDEX idx_impl_rate_buckets_lookup ON public.impl_console_rate_buckets USING btree (actor_id, client_id, action, bucket_hour)"
impl_console_rate_buckets,impl_console_rate_buckets_actor_id_client_id_action_bucket__key,"CREATE UNIQUE INDEX impl_console_rate_buckets_actor_id_client_id_action_bucket__key ON public.impl_console_rate_buckets USING btree (actor_id, client_id, action, bucket_hour)"
impl_console_rate_buckets,impl_console_rate_buckets_pkey,CREATE UNIQUE INDEX impl_console_rate_buckets_pkey ON public.impl_console_rate_buckets USING btree (id)
import_field_settings,idx_import_field_settings_type,CREATE INDEX idx_import_field_settings_type ON public.import_field_settings USING btree (import_type)
import_field_settings,import_field_settings_import_type_field_key_key,"CREATE UNIQUE INDEX import_field_settings_import_type_field_key_key ON public.import_field_settings USING btree (import_type, field_key)"
import_field_settings,import_field_settings_pkey,CREATE UNIQUE INDEX import_field_settings_pkey ON public.import_field_settings USING btree (id)
import_progress,idx_import_progress_user_id,CREATE INDEX idx_import_progress_user_id ON public.import_progress USING btree (user_id)
import_progress,import_progress_pkey,CREATE UNIQUE INDEX import_progress_pkey ON public.import_progress USING btree (id)
incentive_allocation_rules,incentive_allocation_rules_pkey,CREATE UNIQUE INDEX incentive_allocation_rules_pkey ON public.incentive_allocation_rules USING btree (id)
incentive_allocation_rules,incentive_allocation_rules_program_id_source_label_target_b_key,"CREATE UNIQUE INDEX incentive_allocation_rules_program_id_source_label_target_b_key ON public.incentive_allocation_rules USING btree (program_id, source_label, target_bu_id, target_sub_unit)"
incentive_custom_tab_data,incentive_custom_tab_data_pkey,CREATE UNIQUE INDEX incentive_custom_tab_data_pkey ON public.incentive_custom_tab_data USING btree (id)
incentive_custom_tab_data,incentive_custom_tab_data_tab_id_employee_id_key,"CREATE UNIQUE INDEX incentive_custom_tab_data_tab_id_employee_id_key ON public.incentive_custom_tab_data USING btree (tab_id, employee_id)"
incentive_disqualification_rules,incentive_disqualification_rules_pkey,CREATE UNIQUE INDEX incentive_disqualification_rules_pkey ON public.incentive_disqualification_rules USING btree (id)
incentive_eligibility_fields,incentive_eligibility_fields_pkey,CREATE UNIQUE INDEX incentive_eligibility_fields_pkey ON public.incentive_eligibility_fields USING btree (id)
incentive_production_rates,idx_prod_rate_program_date,"CREATE INDEX idx_prod_rate_program_date ON public.incentive_production_rates USING btree (program_id, effective_from DESC)"
incentive_production_rates,incentive_production_rates_pkey,CREATE UNIQUE INDEX incentive_production_rates_pkey ON public.incentive_production_rates USING btree (id)
incentive_production_rates,uniq_prod_rate_scope_date,"CREATE UNIQUE INDEX uniq_prod_rate_scope_date ON public.incentive_production_rates USING btree (program_id, rate_type, COALESCE((employee_id)::text, ''::text), COALESCE((entity_id)::text, ''::text), effective_from)"
incentive_program_custom_tabs,incentive_program_custom_tabs_pkey,CREATE UNIQUE INDEX incentive_program_custom_tabs_pkey ON public.incentive_program_custom_tabs USING btree (id)
incentive_program_custom_tabs,incentive_program_custom_tabs_program_id_tab_key_key,"CREATE UNIQUE INDEX incentive_program_custom_tabs_program_id_tab_key_key ON public.incentive_program_custom_tabs USING btree (program_id, tab_key)"
incentive_program_mappings,incentive_program_mappings_pkey,CREATE UNIQUE INDEX incentive_program_mappings_pkey ON public.incentive_program_mappings USING btree (id)
incentive_program_mappings,incentive_program_mappings_program_id_mapping_type_mapping__key,"CREATE UNIQUE INDEX incentive_program_mappings_program_id_mapping_type_mapping__key ON public.incentive_program_mappings USING btree (program_id, mapping_type, mapping_value)"
incentive_program_types,incentive_program_types_pkey,CREATE UNIQUE INDEX incentive_program_types_pkey ON public.incentive_program_types USING btree (id)
incentive_program_types,incentive_program_types_value_key,CREATE UNIQUE INDEX incentive_program_types_value_key ON public.incentive_program_types USING btree (value)
incentive_programs,idx_incentive_programs_created_by,CREATE INDEX idx_incentive_programs_created_by ON public.incentive_programs USING btree (created_by)
incentive_programs,incentive_programs_pkey,CREATE UNIQUE INDEX incentive_programs_pkey ON public.incentive_programs USING btree (id)
incentive_score_revisions,idx_incentive_score_revisions_employee_id,CREATE INDEX idx_incentive_score_revisions_employee_id ON public.incentive_score_revisions USING btree (employee_id)
incentive_score_revisions,incentive_score_revisions_pkey,CREATE UNIQUE INDEX incentive_score_revisions_pkey ON public.incentive_score_revisions USING btree (id)
incentive_slab_categories,incentive_slab_categories_pkey,CREATE UNIQUE INDEX incentive_slab_categories_pkey ON public.incentive_slab_categories USING btree (id)
incentive_slab_categories,incentive_slab_categories_value_key,CREATE UNIQUE INDEX incentive_slab_categories_value_key ON public.incentive_slab_categories USING btree (value)
incentive_slabs,idx_slabs_program_eff,"CREATE INDEX idx_slabs_program_eff ON public.incentive_slabs USING btree (program_id, effective_from DESC)"
incentive_slabs,idx_slabs_scope_lookup,"CREATE INDEX idx_slabs_scope_lookup ON public.incentive_slabs USING btree (program_id, slab_category, effective_from DESC)"
incentive_slabs,incentive_slabs_pkey,CREATE UNIQUE INDEX incentive_slabs_pkey ON public.incentive_slabs USING btree (id)
incentive_stale_zero_cleanup_audit,incentive_stale_zero_cleanup_audit_pkey,CREATE UNIQUE INDEX incentive_stale_zero_cleanup_audit_pkey ON public.incentive_stale_zero_cleanup_audit USING btree (id)
incentive_vessel_rates,incentive_vessel_rates_pkey,CREATE UNIQUE INDEX incentive_vessel_rates_pkey ON public.incentive_vessel_rates USING btree (id)
incentive_vessel_rates,incentive_vessel_rates_program_id_employee_id_key,"CREATE UNIQUE INDEX incentive_vessel_rates_program_id_employee_id_key ON public.incentive_vessel_rates USING btree (program_id, employee_id)"
increment_eligibility_audit,idx_iea_config,CREATE INDEX idx_iea_config ON public.increment_eligibility_audit USING btree (config_id)
increment_eligibility_audit,idx_iea_performed_at,CREATE INDEX idx_iea_performed_at ON public.increment_eligibility_audit USING btree (performed_at DESC)
increment_eligibility_audit,increment_eligibility_audit_pkey,CREATE UNIQUE INDEX increment_eligibility_audit_pkey ON public.increment_eligibility_audit USING btree (id)
increment_eligibility_configs,idx_iec_assessment_year,CREATE INDEX idx_iec_assessment_year ON public.increment_eligibility_configs USING btree (assessment_year)
increment_eligibility_configs,idx_iec_status,CREATE INDEX idx_iec_status ON public.increment_eligibility_configs USING btree (status)
increment_eligibility_configs,increment_eligibility_configs_pkey,CREATE UNIQUE INDEX increment_eligibility_configs_pkey ON public.increment_eligibility_configs USING btree (id)
increment_eligibility_configs,increment_eligibility_configs_scope_year_unique,"CREATE UNIQUE INDEX increment_eligibility_configs_scope_year_unique ON public.increment_eligibility_configs USING btree (assessment_year, company_id, division_id, business_unit_id, level_id, category_id, location_id)"
increment_eligibility_criteria,idx_iecrit_config,CREATE INDEX idx_iecrit_config ON public.increment_eligibility_criteria USING btree (config_id)
increment_eligibility_criteria,increment_eligibility_criteria_pkey,CREATE UNIQUE INDEX increment_eligibility_criteria_pkey ON public.increment_eligibility_criteria USING btree (id)
increment_eligibility_exclusions,idx_iee_config_year,"CREATE INDEX idx_iee_config_year ON public.increment_eligibility_exclusions USING btree (config_id, assessment_year)"
increment_eligibility_exclusions,idx_iee_employee_year,"CREATE INDEX idx_iee_employee_year ON public.increment_eligibility_exclusions USING btree (employee_id, assessment_year)"
increment_eligibility_exclusions,iee_unique_config_emp_year,"CREATE UNIQUE INDEX iee_unique_config_emp_year ON public.increment_eligibility_exclusions USING btree (config_id, employee_id, assessment_year)"
increment_eligibility_exclusions,increment_eligibility_exclusions_pkey,CREATE UNIQUE INDEX increment_eligibility_exclusions_pkey ON public.increment_eligibility_exclusions USING btree (id)
increment_inputs,idx_increment_inputs_employee,CREATE INDEX idx_increment_inputs_employee ON public.increment_inputs USING btree (employee_id)
increment_inputs,idx_increment_inputs_year,CREATE INDEX idx_increment_inputs_year ON public.increment_inputs USING btree (assessment_year)
increment_inputs,increment_inputs_employee_id_assessment_year_key,"CREATE UNIQUE INDEX increment_inputs_employee_id_assessment_year_key ON public.increment_inputs USING btree (employee_id, assessment_year)"
increment_inputs,increment_inputs_pkey,CREATE UNIQUE INDEX increment_inputs_pkey ON public.increment_inputs USING btree (id)
increment_method_configs,increment_method_configs_ay_status_idx,"CREATE INDEX increment_method_configs_ay_status_idx ON public.increment_method_configs USING btree (assessment_year, status)"
increment_method_configs,increment_method_configs_one_active_per_scope,"CREATE UNIQUE INDEX increment_method_configs_one_active_per_scope ON public.increment_method_configs USING btree (assessment_year, COALESCE(company_id, '00000000-0000-0000-0000-000000000000'::uuid), COALESCE(division_id, '00000000-0000-0000-0000-000000000000'::uuid), COALESCE(business_unit_id, '00000000-0000-0000-0000-000000000000'::uuid), COALESCE(category_id, '00000000-0000-0000-0000-000000000000'::uuid), COALESCE(level_id, '00000000-0000-0000-0000-000000000000'::uuid), COALESCE(location_id, '00000000-0000-0000-0000-000000000000'::uuid)) WHERE (status = 'active'::config_status)"
increment_method_configs,increment_method_configs_pkey,CREATE UNIQUE INDEX increment_method_configs_pkey ON public.increment_method_configs USING btree (id)
increment_method_slabs,increment_method_slabs_config_idx,"CREATE INDEX increment_method_slabs_config_idx ON public.increment_method_slabs USING btree (method_config_id, sort_order)"
increment_method_slabs,increment_method_slabs_pkey,CREATE UNIQUE INDEX increment_method_slabs_pkey ON public.increment_method_slabs USING btree (id)
increment_run_items,idx_increment_run_items_emp,CREATE INDEX idx_increment_run_items_emp ON public.increment_run_items USING btree (employee_id)
increment_run_items,idx_increment_run_items_run,CREATE INDEX idx_increment_run_items_run ON public.increment_run_items USING btree (run_id)
increment_run_items,increment_run_items_pkey,CREATE UNIQUE INDEX increment_run_items_pkey ON public.increment_run_items USING btree (id)
increment_runs,idx_increment_runs_year,"CREATE INDEX idx_increment_runs_year ON public.increment_runs USING btree (assessment_year, triggered_at DESC)"
increment_runs,increment_runs_pkey,CREATE UNIQUE INDEX increment_runs_pkey ON public.increment_runs USING btree (id)
increment_slabs,idx_increment_slabs_year,CREATE INDEX idx_increment_slabs_year ON public.increment_slabs USING btree (assessment_year)
increment_slabs,increment_slabs_pkey,CREATE UNIQUE INDEX increment_slabs_pkey ON public.increment_slabs USING btree (id)
increment_slabs_audit,increment_slabs_audit_pkey,CREATE UNIQUE INDEX increment_slabs_audit_pkey ON public.increment_slabs_audit USING btree (id)
integration_connector_registry,integration_connector_registry_pkey,CREATE UNIQUE INDEX integration_connector_registry_pkey ON public.integration_connector_registry USING btree (connector_key)
kpi_audit_logs,idx_audit_logs_on_behalf,CREATE INDEX idx_audit_logs_on_behalf ON public.kpi_audit_logs USING btree (on_behalf_of) WHERE (on_behalf_of IS NOT NULL)
kpi_audit_logs,idx_kpi_audit_logs_kpi_id,CREATE INDEX idx_kpi_audit_logs_kpi_id ON public.kpi_audit_logs USING btree (kpi_id)
kpi_audit_logs,kpi_audit_logs_pkey,CREATE UNIQUE INDEX kpi_audit_logs_pkey ON public.kpi_audit_logs USING btree (id)
kpi_definitions,idx_kpi_definitions_category_id,CREATE INDEX idx_kpi_definitions_category_id ON public.kpi_definitions USING btree (category_id)
kpi_definitions,kpi_definitions_canonical_kra_name_canonical_kpi_name_categ_key,"CREATE UNIQUE INDEX kpi_definitions_canonical_kra_name_canonical_kpi_name_categ_key ON public.kpi_definitions USING btree (canonical_kra_name, canonical_kpi_name, category_id)"
kpi_definitions,kpi_definitions_pkey,CREATE UNIQUE INDEX kpi_definitions_pkey ON public.kpi_definitions USING btree (id)
kpi_dust_emission_rescale_2026_06,kpi_dust_emission_rescale_2026_06_pkey,CREATE UNIQUE INDEX kpi_dust_emission_rescale_2026_06_pkey ON public.kpi_dust_emission_rescale_2026_06 USING btree (id)
kpi_mention_access,idx_kpi_mention_access_kpi,CREATE INDEX idx_kpi_mention_access_kpi ON public.kpi_mention_access USING btree (kpi_id)
kpi_mention_access,idx_kpi_mention_access_user,CREATE INDEX idx_kpi_mention_access_user ON public.kpi_mention_access USING btree (user_id)
kpi_mention_access,kpi_mention_access_pkey,CREATE UNIQUE INDEX kpi_mention_access_pkey ON public.kpi_mention_access USING btree (id)
kpi_mention_access,kpi_mention_access_unique,"CREATE UNIQUE INDEX kpi_mention_access_unique ON public.kpi_mention_access USING btree (kpi_id, user_id)"
kpi_name_aliases,idx_kpi_name_aliases_definition_id,CREATE INDEX idx_kpi_name_aliases_definition_id ON public.kpi_name_aliases USING btree (definition_id)
kpi_name_aliases,kpi_name_aliases_pkey,CREATE UNIQUE INDEX kpi_name_aliases_pkey ON public.kpi_name_aliases USING btree (id)
kpi_name_aliases,kpi_name_aliases_variant_kra_name_variant_kpi_name_category_key,"CREATE UNIQUE INDEX kpi_name_aliases_variant_kra_name_variant_kpi_name_category_key ON public.kpi_name_aliases USING btree (variant_kra_name, variant_kpi_name, category_id)"
kpi_observation_replies,idx_observation_replies_observation_id,CREATE INDEX idx_observation_replies_observation_id ON public.kpi_observation_replies USING btree (observation_id)
kpi_observation_replies,kpi_observation_replies_pkey,CREATE UNIQUE INDEX kpi_observation_replies_pkey ON public.kpi_observation_replies USING btree (id)
kpi_observations,idx_kpi_observations_created_by,CREATE INDEX idx_kpi_observations_created_by ON public.kpi_observations USING btree (created_by)
kpi_observations,idx_kpi_observations_kpi_created,"CREATE INDEX idx_kpi_observations_kpi_created ON public.kpi_observations USING btree (kpi_id, created_at DESC)"
kpi_observations,idx_kpi_observations_kpi_id,CREATE INDEX idx_kpi_observations_kpi_id ON public.kpi_observations USING btree (kpi_id)
kpi_observations,kpi_observations_pkey,CREATE UNIQUE INDEX kpi_observations_pkey ON public.kpi_observations USING btree (id)
kpi_observations,kpi_observations_ticket_number_key,CREATE UNIQUE INDEX kpi_observations_ticket_number_key ON public.kpi_observations USING btree (ticket_number)
kpi_queries,kpi_queries_pkey,CREATE UNIQUE INDEX kpi_queries_pkey ON public.kpi_queries USING btree (id)
kpi_queries,kpi_queries_ticket_number_key,CREATE UNIQUE INDEX kpi_queries_ticket_number_key ON public.kpi_queries USING btree (ticket_number)
kpi_registry_audit_log,idx_registry_audit_action,CREATE INDEX idx_registry_audit_action ON public.kpi_registry_audit_log USING btree (action)
kpi_registry_audit_log,idx_registry_audit_created,CREATE INDEX idx_registry_audit_created ON public.kpi_registry_audit_log USING btree (created_at DESC)
kpi_registry_audit_log,kpi_registry_audit_log_pkey,CREATE UNIQUE INDEX kpi_registry_audit_log_pkey ON public.kpi_registry_audit_log USING btree (id)
kpi_rollback_requests,idx_one_pending_rollback_per_kpi,CREATE UNIQUE INDEX idx_one_pending_rollback_per_kpi ON public.kpi_rollback_requests USING btree (kpi_id) WHERE (status = 'pending'::text)
kpi_rollback_requests,kpi_rollback_requests_pkey,CREATE UNIQUE INDEX kpi_rollback_requests_pkey ON public.kpi_rollback_requests USING btree (id)
kpi_scanner_skips,idx_kpi_scanner_skips_cat,CREATE INDEX idx_kpi_scanner_skips_cat ON public.kpi_scanner_skips USING btree (category_id)
kpi_scanner_skips,kpi_scanner_skips_pkey,CREATE UNIQUE INDEX kpi_scanner_skips_pkey ON public.kpi_scanner_skips USING btree (id)
kpi_scanner_skips,kpi_scanner_skips_unique,"CREATE UNIQUE INDEX kpi_scanner_skips_unique ON public.kpi_scanner_skips USING btree (category_id, normalized_kpi)"
kpi_standardization_actions,idx_kpi_std_actions_definition_id,CREATE INDEX idx_kpi_std_actions_definition_id ON public.kpi_standardization_actions USING btree (definition_id)
kpi_standardization_actions,idx_kpi_std_actions_performed_at,CREATE INDEX idx_kpi_std_actions_performed_at ON public.kpi_standardization_actions USING btree (performed_at DESC)
kpi_standardization_actions,idx_kpi_std_actions_type,CREATE INDEX idx_kpi_std_actions_type ON public.kpi_standardization_actions USING btree (action_type)
kpi_standardization_actions,kpi_standardization_actions_pkey,CREATE UNIQUE INDEX kpi_standardization_actions_pkey ON public.kpi_standardization_actions USING btree (id)
kpi_templates,idx_kpi_templates_created_by,CREATE INDEX idx_kpi_templates_created_by ON public.kpi_templates USING btree (created_by)
kpi_templates,kpi_templates_pkey,CREATE UNIQUE INDEX kpi_templates_pkey ON public.kpi_templates USING btree (id)
kpis,idx_kpis_business_unit_id,CREATE INDEX idx_kpis_business_unit_id ON public.kpis USING btree (business_unit_id) WHERE (business_unit_id IS NOT NULL)
kpis,idx_kpis_created_at_desc,CREATE INDEX idx_kpis_created_at_desc ON public.kpis USING btree (created_at DESC)
kpis,idx_kpis_dedupe_lookup,"CREATE INDEX idx_kpis_dedupe_lookup ON public.kpis USING btree (category_id, kra_name, kpi_name, review_period, review_year, is_org_level)"
kpis,idx_kpis_division_id,CREATE INDEX idx_kpis_division_id ON public.kpis USING btree (division_id) WHERE (division_id IS NOT NULL)
kpis,idx_kpis_dup_check,"CREATE INDEX idx_kpis_dup_check ON public.kpis USING btree (category_id, kra_name, kpi_name, review_period, review_year, is_org_level)"
kpis,idx_kpis_emp_created,"CREATE INDEX idx_kpis_emp_created ON public.kpis USING btree (employee_id, created_at)"
kpis,idx_kpis_employee_id,CREATE INDEX idx_kpis_employee_id ON public.kpis USING btree (employee_id)
kpis,idx_kpis_employee_period,"CREATE INDEX idx_kpis_employee_period ON public.kpis USING btree (employee_id, review_period, review_year)"
kpis,idx_kpis_kpi_definition_id,CREATE INDEX idx_kpis_kpi_definition_id ON public.kpis USING btree (kpi_definition_id)
kpis,idx_kpis_level_id,CREATE INDEX idx_kpis_level_id ON public.kpis USING btree (level_id) WHERE (level_id IS NOT NULL)
kpis,idx_kpis_location_id,CREATE INDEX idx_kpis_location_id ON public.kpis USING btree (location_id) WHERE (location_id IS NOT NULL)
kpis,idx_kpis_no_duplicates,"CREATE UNIQUE INDEX idx_kpis_no_duplicates ON public.kpis USING btree (employee_id, COALESCE(review_period, ''::text), COALESCE(review_year, 0), kra_name, kpi_name)"
kpis,idx_kpis_org_norm_triple,"CREATE INDEX idx_kpis_org_norm_triple ON public.kpis USING btree (category_id, normalize_kpi_text(kra_name), normalize_kpi_text(kpi_name)) WHERE (is_org_level = true)"
kpis,idx_kpis_org_period_sort,"CREATE INDEX idx_kpis_org_period_sort ON public.kpis USING btree (review_year, review_period, category_id, kra_name, kpi_name) WHERE (is_org_level = true)"
kpis,idx_kpis_org_period_status,"CREATE INDEX idx_kpis_org_period_status ON public.kpis USING btree (review_year, review_period, status) WHERE (is_org_level = true)"
kpis,idx_kpis_orglevel_period,"CREATE INDEX idx_kpis_orglevel_period ON public.kpis USING btree (review_period, review_year, is_org_level) WHERE (employee_id IS NOT NULL)"
kpis,idx_kpis_period_year_created,"CREATE INDEX idx_kpis_period_year_created ON public.kpis USING btree (review_year, review_period, created_at DESC, id)"
kpis,idx_kpis_pms_grade_id,CREATE INDEX idx_kpis_pms_grade_id ON public.kpis USING btree (pms_grade_id) WHERE (pms_grade_id IS NOT NULL)
kpis,idx_kpis_review_year_period,"CREATE INDEX idx_kpis_review_year_period ON public.kpis USING btree (review_year, review_period)"
kpis,idx_kpis_scope_period_year,"CREATE INDEX idx_kpis_scope_period_year ON public.kpis USING btree (org_level_scope, review_period, review_year)"
kpis,idx_kpis_source_template,CREATE INDEX idx_kpis_source_template ON public.kpis USING btree (source_template_id)
kpis,idx_kpis_status_period_year,"CREATE INDEX idx_kpis_status_period_year ON public.kpis USING btree (status, review_period, review_year)"
kpis,kpis_kpi_name_trgm_idx,CREATE INDEX kpis_kpi_name_trgm_idx ON public.kpis USING gin (lower(TRIM(BOTH FROM kpi_name)) extensions.gin_trgm_ops)
kpis,kpis_pkey,CREATE UNIQUE INDEX kpis_pkey ON public.kpis USING btree (id)
kra_categories,kra_categories_pkey,CREATE UNIQUE INDEX kra_categories_pkey ON public.kra_categories USING btree (id)
kra_rollover_logs,kra_rollover_logs_pkey,CREATE UNIQUE INDEX kra_rollover_logs_pkey ON public.kra_rollover_logs USING btree (id)
levels,levels_pkey,CREATE UNIQUE INDEX levels_pkey ON public.levels USING btree (id)
locations,idx_locations_active,CREATE INDEX idx_locations_active ON public.locations USING btree (is_active)
locations,idx_locations_code_lower,CREATE UNIQUE INDEX idx_locations_code_lower ON public.locations USING btree (lower(code)) WHERE (code IS NOT NULL)
locations,idx_locations_company,CREATE INDEX idx_locations_company ON public.locations USING btree (company_id)
locations,idx_locations_name_lower,CREATE UNIQUE INDEX idx_locations_name_lower ON public.locations USING btree (lower(name))
locations,locations_pkey,CREATE UNIQUE INDEX locations_pkey ON public.locations USING btree (id)
menu_access_config,menu_access_config_menu_key_key,CREATE UNIQUE INDEX menu_access_config_menu_key_key ON public.menu_access_config USING btree (menu_key)
menu_access_config,menu_access_config_pkey,CREATE UNIQUE INDEX menu_access_config_pkey ON public.menu_access_config USING btree (id)
menu_access_user_overrides,menu_access_user_overrides_menu_key_user_id_key,"CREATE UNIQUE INDEX menu_access_user_overrides_menu_key_user_id_key ON public.menu_access_user_overrides USING btree (menu_key, user_id)"
